id,created_at,answer_id,question_id,test_id,user_id,value
86,2021-11-05 17:28:22.868451,,5,1,63,
87,2021-11-05 17:28:22.868510,,6,1,63,
88,2021-11-05 17:28:22.868569,,7,1,63,
89,2021-11-05 17:28:22.868626,,8,1,63,
90,2021-11-05 17:28:22.868684,,9,1,63,
91,2021-11-05 17:28:22.868743,,10,1,63,
92,2021-11-05 17:38:19.128262,,130,17,63,
93,2021-11-05 17:38:19.128399,,131,17,63,
94,2021-11-05 17:38:19.128519,,132,17,63,
95,2021-11-05 17:38:19.128600,,133,17,63,
96,2021-11-05 17:38:19.128675,,134,17,63,
97,2021-11-05 17:38:19.128750,,135,17,63,
98,2021-11-05 17:38:19.128862,,136,17,63,
99,2021-11-05 17:41:19.687391,,147,19,43,
100,2021-11-05 17:41:19.687617,,148,19,43,
101,2021-11-05 17:41:19.687702,,149,19,43,
102,2021-11-05 17:41:19.687782,,150,19,43,
103,2021-11-05 17:41:19.687894,,151,19,43,
104,2021-11-05 17:41:19.687968,,152,19,43,
105,2021-11-05 17:41:19.688053,612.0,153,19,43,
106,2021-11-05 18:00:56.512655,,147,19,43,
107,2021-11-05 18:00:56.512738,,148,19,43,
108,2021-11-05 18:00:56.512771,,149,19,43,
109,2021-11-05 18:00:56.512824,,150,19,43,
110,2021-11-05 18:00:56.512884,,151,19,43,
111,2021-11-05 18:00:56.512923,,152,19,43,
112,2021-11-05 18:00:56.512952,,153,19,43,
113,2021-11-05 19:34:43.091222,,147,19,72,
114,2021-11-05 19:34:43.091294,,148,19,72,
115,2021-11-05 19:34:43.091331,,149,19,72,
116,2021-11-05 19:34:43.091363,,150,19,72,
117,2021-11-05 19:34:43.091394,,151,19,72,
118,2021-11-05 19:34:43.091425,,152,19,72,
119,2021-11-05 19:34:43.091455,,153,19,72,
120,2021-11-05 19:59:02.315955,586.0,147,19,63,
121,2021-11-05 19:59:02.316048,591.0,148,19,63,
122,2021-11-05 19:59:02.316103,595.0,149,19,63,
123,2021-11-05 19:59:02.316153,597.0,150,19,63,
124,2021-11-05 19:59:02.316198,,151,19,63,
125,2021-11-05 19:59:02.316240,,152,19,63,
126,2021-11-05 19:59:02.316283,,153,19,63,
127,2021-11-07 13:47:09.089435,,147,19,63,
128,2021-11-07 13:47:09.089584,,148,19,63,
129,2021-11-07 13:47:09.089669,,149,19,63,
130,2021-11-07 13:47:09.089744,,150,19,63,
131,2021-11-07 13:47:09.089852,,151,19,63,
132,2021-11-07 13:47:09.089925,,152,19,63,
133,2021-11-07 13:47:09.089997,,153,19,63,
134,2021-11-07 18:18:29.536314,,147,19,43,
135,2021-11-07 18:18:29.536527,,148,19,43,
136,2021-11-07 18:18:29.536661,,149,19,43,
137,2021-11-07 18:18:29.536785,,150,19,43,
138,2021-11-07 18:18:29.537033,,151,19,43,
139,2021-11-07 18:18:29.537158,,152,19,43,
140,2021-11-07 18:18:29.537278,,153,19,43,
141,2021-11-07 18:21:34.959660,,147,19,43,
142,2021-11-07 18:21:34.959814,,148,19,43,
143,2021-11-07 18:21:34.959857,,149,19,43,
144,2021-11-07 18:21:34.959894,,150,19,43,
145,2021-11-07 18:21:34.959930,,151,19,43,
146,2021-11-07 18:21:34.959970,,152,19,43,
147,2021-11-07 18:21:34.960005,,153,19,43,
148,2021-11-07 18:23:44.629329,,147,19,43,
149,2021-11-07 18:23:44.629446,,148,19,43,
150,2021-11-07 18:23:44.629503,,149,19,43,
151,2021-11-07 18:23:44.629555,,150,19,43,
152,2021-11-07 18:23:44.629603,,151,19,43,
153,2021-11-07 18:23:44.629653,,152,19,43,
154,2021-11-07 18:23:44.629701,,153,19,43,
155,2021-11-07 18:24:24.678409,,147,19,43,
156,2021-11-07 18:24:24.678590,,148,19,43,
157,2021-11-07 18:24:24.678664,,149,19,43,
158,2021-11-07 18:24:24.678728,,150,19,43,
159,2021-11-07 18:24:24.678789,,151,19,43,
160,2021-11-07 18:24:24.678880,,152,19,43,
161,2021-11-07 18:24:24.678941,,153,19,43,
162,2021-11-07 18:53:11.915025,,147,19,43,
163,2021-11-07 18:53:11.915173,,148,19,43,
164,2021-11-07 18:53:11.915224,,149,19,43,
165,2021-11-07 18:53:11.915272,,150,19,43,
166,2021-11-07 18:53:11.915316,,151,19,43,
167,2021-11-07 18:53:11.915360,,152,19,43,
168,2021-11-07 18:53:11.915403,,153,19,43,
169,2021-11-08 13:08:45.098406,,137,18,63,
170,2021-11-08 13:08:45.098592,,138,18,63,
171,2021-11-08 13:08:45.098651,,139,18,63,
172,2021-11-08 13:08:45.098711,557.0,140,18,63,
173,2021-11-08 13:08:45.098886,562.0,141,18,63,
174,2021-11-08 13:08:45.098986,565.0,142,18,63,
175,2021-11-08 13:08:45.099046,570.0,143,18,63,
176,2021-11-08 13:08:45.099104,575.0,144,18,63,
177,2021-11-08 13:08:45.099185,577.0,145,18,63,
178,2021-11-08 13:08:45.099302,583.0,146,18,63,
179,2021-11-08 13:09:19.162705,,147,19,63,
180,2021-11-08 13:09:19.162902,,148,19,63,
181,2021-11-08 13:09:19.162936,,149,19,63,
182,2021-11-08 13:09:19.162965,,150,19,63,
183,2021-11-08 13:09:19.162993,,151,19,63,
184,2021-11-08 13:09:19.163021,,152,19,63,
185,2021-11-08 13:09:19.163048,,153,19,63,
186,2021-11-08 13:11:46.679531,,1,1,63,
187,2021-11-08 13:11:46.679693,,2,1,63,
188,2021-11-08 13:11:46.679784,,3,1,63,
189,2021-11-08 13:11:46.679909,,4,1,63,
190,2021-11-08 13:11:46.679988,,5,1,63,
191,2021-11-08 13:11:46.680064,,6,1,63,
192,2021-11-08 13:11:46.680178,,7,1,63,
193,2021-11-08 13:11:46.680252,,8,1,63,
194,2021-11-08 13:11:46.680327,,9,1,63,
195,2021-11-08 13:11:46.680400,,10,1,63,
196,2021-11-08 13:14:53.154658,,46,6,63,
197,2021-11-08 13:14:53.154739,,47,6,63,
198,2021-11-08 13:14:53.154769,,48,6,63,
199,2021-11-08 13:14:53.154815,,49,6,63,
200,2021-11-08 13:14:53.154865,,50,6,63,
201,2021-11-08 13:14:53.154902,,51,6,63,
202,2021-11-08 13:14:53.154928,,52,6,63,
203,2021-11-08 13:15:21.384458,,46,6,63,
204,2021-11-08 13:15:21.384679,,47,6,63,
205,2021-11-08 13:15:21.384872,,48,6,63,
206,2021-11-08 13:15:21.384955,,49,6,63,
207,2021-11-08 13:15:21.385030,,50,6,63,
208,2021-11-08 13:15:21.385103,,51,6,63,
209,2021-11-08 13:15:21.385177,,52,6,63,
210,2021-11-08 13:15:41.198204,184.0,46,6,63,
211,2021-11-08 13:15:41.198342,187.0,47,6,63,
212,2021-11-08 13:15:41.198420,192.0,48,6,63,
213,2021-11-08 13:15:41.198523,193.0,49,6,63,
214,2021-11-08 13:15:41.198593,197.0,50,6,63,
215,2021-11-08 13:15:41.198661,204.0,51,6,63,
216,2021-11-08 13:15:41.198724,,52,6,63,
217,2021-11-08 13:22:35.007098,546.0,137,18,63,
218,2021-11-08 13:22:35.007267,550.0,138,18,63,
219,2021-11-08 13:22:35.007342,556.0,139,18,63,
220,2021-11-08 13:22:35.007412,557.0,140,18,63,
221,2021-11-08 13:22:35.007481,564.0,141,18,63,
222,2021-11-08 13:22:35.007547,565.0,142,18,63,
223,2021-11-08 13:22:35.007615,570.0,143,18,63,
224,2021-11-08 13:22:35.007683,575.0,144,18,63,
225,2021-11-08 13:22:35.007752,579.0,145,18,63,
226,2021-11-08 13:22:35.007838,583.0,146,18,63,
227,2021-11-08 13:37:52.771467,267.0,67,9,63,
228,2021-11-08 13:37:52.771658,,68,9,63,
229,2021-11-08 13:37:52.771724,,69,9,63,
230,2021-11-08 13:37:52.771783,,70,9,63,
231,2021-11-08 13:37:52.771867,,71,9,63,
232,2021-11-08 13:37:52.771923,,72,9,63,
233,2021-11-08 13:37:52.771978,,73,9,63,
234,2021-11-08 13:40:23.600466,,67,9,63,
235,2021-11-08 13:40:23.600630,,68,9,63,
236,2021-11-08 13:40:23.600687,,69,9,63,
237,2021-11-08 13:40:23.600738,,70,9,63,
238,2021-11-08 13:40:23.600787,,71,9,63,
239,2021-11-08 13:40:23.600863,,72,9,63,
240,2021-11-08 13:40:23.600912,,73,9,63,
241,2021-11-08 13:47:25.498944,,137,18,63,
242,2021-11-08 13:47:25.499175,,138,18,63,
243,2021-11-08 13:47:25.499289,,139,18,63,
244,2021-11-08 13:47:25.499344,,140,18,63,
245,2021-11-08 13:47:25.499395,,141,18,63,
246,2021-11-08 13:47:25.499445,,142,18,63,
247,2021-11-08 13:47:25.499494,,143,18,63,
248,2021-11-08 13:47:25.499543,,144,18,63,
249,2021-11-08 13:47:25.499638,,145,18,63,
250,2021-11-08 13:47:25.499696,,146,18,63,
251,2021-11-08 13:57:26.995967,,147,19,63,
252,2021-11-08 13:57:26.996318,,148,19,63,
253,2021-11-08 13:57:26.996455,,149,19,63,
254,2021-11-08 13:57:26.996579,,150,19,63,
255,2021-11-08 13:57:26.996701,,151,19,63,
256,2021-11-08 13:57:26.996866,,152,19,63,
257,2021-11-08 13:57:26.996990,,153,19,63,
258,2021-11-08 13:58:14.317479,,137,18,63,
259,2021-11-08 13:58:14.317598,,138,18,63,
260,2021-11-08 13:58:14.317635,,139,18,63,
261,2021-11-08 13:58:14.317668,,140,18,63,
262,2021-11-08 13:58:14.317700,,141,18,63,
263,2021-11-08 13:58:14.317732,,142,18,63,
264,2021-11-08 13:58:14.317764,,143,18,63,
265,2021-11-08 13:58:14.317813,,144,18,63,
266,2021-11-08 13:58:14.317847,,145,18,63,
267,2021-11-08 13:58:14.317878,,146,18,63,
268,2021-11-08 13:58:39.346752,,31,4,63,
269,2021-11-08 13:58:39.346838,,32,4,63,
270,2021-11-08 13:58:39.346875,,33,4,63,
271,2021-11-08 13:58:39.346907,,34,4,63,
272,2021-11-08 13:58:39.346938,,35,4,63,
273,2021-11-08 13:58:39.346969,,36,4,63,
274,2021-11-08 13:58:39.347011,,37,4,63,
275,2021-11-08 13:58:39.347042,,38,4,63,
276,2021-11-08 14:03:01.884269,,46,6,63,
277,2021-11-08 14:03:01.896672,,47,6,63,
278,2021-11-08 14:03:01.896835,,48,6,63,
279,2021-11-08 14:03:01.896908,,49,6,63,
280,2021-11-08 14:03:01.896976,,50,6,63,
281,2021-11-08 14:03:01.897041,,51,6,63,
282,2021-11-08 14:03:01.897121,,52,6,63,
283,2021-11-08 14:05:47.775086,,46,6,63,
284,2021-11-08 14:05:47.775271,,47,6,63,
285,2021-11-08 14:05:47.775339,,48,6,63,
286,2021-11-08 14:05:47.775397,,49,6,63,
287,2021-11-08 14:05:47.775909,,50,6,63,
288,2021-11-08 14:05:47.775979,,51,6,63,
289,2021-11-08 14:05:47.776037,,52,6,63,
290,2021-11-08 14:07:47.100888,,46,6,63,
291,2021-11-08 14:07:47.101090,,47,6,63,
292,2021-11-08 14:07:47.101176,,48,6,63,
293,2021-11-08 14:07:47.101252,,49,6,63,
294,2021-11-08 14:07:47.101325,,50,6,63,
295,2021-11-08 14:07:47.101398,,51,6,63,
296,2021-11-08 14:07:47.101470,,52,6,63,
297,2021-11-08 14:08:35.921746,,147,19,63,
298,2021-11-08 14:08:35.921864,,148,19,63,
299,2021-11-08 14:08:35.921898,,149,19,63,
300,2021-11-08 14:08:35.921931,,150,19,63,
301,2021-11-08 14:08:35.921958,,151,19,63,
302,2021-11-08 14:08:35.921985,,152,19,63,
303,2021-11-08 14:08:35.922011,,153,19,63,
304,2021-11-08 14:51:42.105475,,137,18,43,
305,2021-11-08 14:51:42.105647,,138,18,43,
306,2021-11-08 14:51:42.105761,,139,18,43,
307,2021-11-08 14:51:42.105914,,140,18,43,
308,2021-11-08 14:51:42.106022,,141,18,43,
309,2021-11-08 14:51:42.106126,,142,18,43,
310,2021-11-08 14:51:42.106228,,143,18,43,
311,2021-11-08 14:51:42.106329,,144,18,43,
312,2021-11-08 14:51:42.106412,,145,18,43,
313,2021-11-08 14:51:42.106506,,146,18,43,
314,2021-11-08 18:12:05.418757,,137,18,73,
315,2021-11-08 18:12:05.418850,,138,18,73,
316,2021-11-08 18:12:05.418890,,139,18,73,
317,2021-11-08 18:12:05.418925,,140,18,73,
318,2021-11-08 18:12:05.418958,,141,18,73,
319,2021-11-08 18:12:05.419029,,142,18,73,
320,2021-11-08 18:12:05.419062,,143,18,73,
321,2021-11-08 18:12:05.419094,,144,18,73,
322,2021-11-08 18:12:05.419126,,145,18,73,
323,2021-11-08 18:12:05.419159,,146,18,73,
324,2021-11-09 07:25:09.957727,,67,9,63,
325,2021-11-09 07:25:09.957985,,68,9,63,
326,2021-11-09 07:25:09.958053,,69,9,63,
327,2021-11-09 07:25:09.958108,,70,9,63,
328,2021-11-09 07:25:09.958163,,71,9,63,
329,2021-11-09 07:25:09.958216,,72,9,63,
330,2021-11-09 07:25:09.958268,,73,9,63,
331,2021-11-09 09:07:08.249894,210.0,53,7,63,
332,2021-11-09 09:07:08.250031,213.0,54,7,63,
333,2021-11-09 09:07:08.250065,219.0,55,7,63,
334,2021-11-09 09:07:08.250095,224.0,56,7,63,
335,2021-11-09 09:07:08.250124,225.0,57,7,63,
336,2021-11-09 09:07:08.250153,231.0,58,7,63,
337,2021-11-09 09:07:08.250182,235.0,59,7,63,
338,2021-11-09 09:09:47.018972,210.0,53,7,63,
339,2021-11-09 09:09:47.019176,215.0,54,7,63,
340,2021-11-09 09:09:47.019256,219.0,55,7,63,
341,2021-11-09 09:09:47.019330,224.0,56,7,63,
342,2021-11-09 09:09:47.019399,225.0,57,7,63,
343,2021-11-09 09:09:47.019468,232.0,58,7,63,
344,2021-11-09 09:09:47.019536,235.0,59,7,63,
345,2021-11-09 09:11:30.699873,3.0,1,1,63,
346,2021-11-09 09:11:30.700131,5.0,2,1,63,
347,2021-11-09 09:11:30.700211,11.0,3,1,63,
348,2021-11-09 09:11:30.700282,15.0,4,1,63,
349,2021-11-09 09:11:30.700351,19.0,5,1,63,
350,2021-11-09 09:11:30.700419,21.0,6,1,63,
351,2021-11-09 09:11:30.700488,25.0,7,1,63,
352,2021-11-09 09:11:30.700556,29.0,8,1,63,
353,2021-11-09 09:11:30.700623,34.0,9,1,63,
354,2021-11-09 09:11:30.700691,37.0,10,1,63,
355,2021-11-09 09:23:31.624313,,1,1,63,
356,2021-11-09 09:23:31.624500,,2,1,63,
357,2021-11-09 09:23:31.624562,,3,1,63,
358,2021-11-09 09:23:31.624616,,4,1,63,
359,2021-11-09 09:23:31.624668,,5,1,63,
360,2021-11-09 09:23:31.624719,,6,1,63,
361,2021-11-09 09:23:31.624770,,7,1,63,
362,2021-11-09 09:23:31.624850,,8,1,63,
363,2021-11-09 09:23:31.624903,,9,1,63,
364,2021-11-09 09:23:31.624954,,10,1,63,
365,2021-11-09 09:25:18.723780,41.0,11,2,63,
366,2021-11-09 09:25:18.724077,45.0,12,2,63,
367,2021-11-09 09:25:18.724146,49.0,13,2,63,
368,2021-11-09 09:25:18.724208,53.0,14,2,63,
369,2021-11-09 09:25:18.724270,58.0,15,2,63,
370,2021-11-09 09:25:18.724330,63.0,16,2,63,
371,2021-11-09 09:25:18.724389,67.0,17,2,63,
372,2021-11-09 09:25:18.724448,70.0,18,2,63,
373,2021-11-09 09:25:18.724506,73.0,19,2,63,
374,2021-11-09 09:25:18.724566,80.0,20,2,63,
375,2021-11-09 09:27:05.272129,84.0,21,3,63,
376,2021-11-09 09:27:05.272389,86.0,22,3,63,
377,2021-11-09 09:27:05.272487,89.0,23,3,63,
378,2021-11-09 09:27:05.272572,94.0,24,3,63,
379,2021-11-09 09:27:05.272654,99.0,25,3,63,
380,2021-11-09 09:27:05.272737,102.0,26,3,63,
381,2021-11-09 09:27:05.272846,106.0,27,3,63,
382,2021-11-09 09:27:05.272941,109.0,28,3,63,
383,2021-11-09 09:27:05.273000,114.0,29,3,63,
384,2021-11-09 09:27:05.273058,119.0,30,3,63,
385,2021-11-09 09:28:10.055429,123.0,31,4,63,
386,2021-11-09 09:28:10.055689,127.0,32,4,63,
387,2021-11-09 09:28:10.055882,130.0,33,4,63,
388,2021-11-09 09:28:10.055981,133.0,34,4,63,
389,2021-11-09 09:28:10.056067,139.0,35,4,63,
390,2021-11-09 09:28:10.056150,144.0,36,4,63,
391,2021-11-09 09:28:10.056233,148.0,37,4,63,
392,2021-11-09 09:28:10.056315,151.0,38,4,63,
393,2021-11-09 09:30:06.336281,153.0,39,5,63,
394,2021-11-09 09:30:06.336583,158.0,40,5,63,
395,2021-11-09 09:30:06.336675,164.0,41,5,63,
396,2021-11-09 09:30:06.336754,166.0,42,5,63,
397,2021-11-09 09:30:06.336865,169.0,43,5,63,
398,2021-11-09 09:30:06.336940,175.0,44,5,63,
399,2021-11-09 09:30:06.337014,179.0,45,5,63,
400,2021-11-09 09:31:58.125451,181.0,46,6,63,
401,2021-11-09 09:31:58.125712,188.0,47,6,63,
402,2021-11-09 09:31:58.125839,191.0,48,6,63,
403,2021-11-09 09:31:58.125926,194.0,49,6,63,
404,2021-11-09 09:31:58.126009,200.0,50,6,63,
405,2021-11-09 09:31:58.126092,204.0,51,6,63,
406,2021-11-09 09:31:58.126175,207.0,52,6,63,
407,2021-11-09 09:50:46.862843,,53,7,63,
408,2021-11-09 09:50:46.862942,,54,7,63,
409,2021-11-09 09:50:46.862997,,55,7,63,
410,2021-11-09 09:50:46.863047,,56,7,63,
411,2021-11-09 09:50:46.863095,,57,7,63,
412,2021-11-09 09:50:46.863145,,58,7,63,
413,2021-11-09 09:50:46.863219,,59,7,63,
414,2021-11-09 09:52:31.678745,237.0,60,8,63,
415,2021-11-09 09:52:31.678992,243.0,61,8,63,
416,2021-11-09 09:52:31.679073,247.0,62,8,63,
417,2021-11-09 09:52:31.679145,249.0,63,8,63,
418,2021-11-09 09:52:31.679216,254.0,64,8,63,
419,2021-11-09 09:52:31.679287,260.0,65,8,63,
420,2021-11-09 09:52:31.679356,263.0,66,8,63,
421,2021-11-09 09:55:41.803814,267.0,67,9,63,
422,2021-11-09 09:55:41.803939,270.0,68,9,63,
423,2021-11-09 09:55:41.803996,275.0,69,9,63,
424,2021-11-09 09:55:41.804047,279.0,70,9,63,
425,2021-11-09 09:55:41.804097,281.0,71,9,63,
426,2021-11-09 09:55:41.804146,286.0,72,9,63,
427,2021-11-09 09:55:41.804196,292.0,73,9,63,
428,2021-11-09 10:05:29.289061,324.0,74,10,63,
429,2021-11-09 10:05:29.289240,325.0,75,10,63,
430,2021-11-09 10:05:29.289305,329.0,76,10,63,
431,2021-11-09 10:05:29.289361,334.0,77,10,63,
432,2021-11-09 10:05:29.289417,339.0,78,10,63,
433,2021-11-09 10:05:29.289474,343.0,79,10,63,
434,2021-11-09 10:05:29.289529,346.0,80,10,63,
435,2021-11-09 10:06:14.113762,,81,11,63,
436,2021-11-09 10:06:14.114059,,82,11,63,
437,2021-11-09 10:06:14.114188,,83,11,63,
438,2021-11-09 10:06:14.114297,,84,11,63,
439,2021-11-09 10:06:14.114415,,85,11,63,
440,2021-11-09 10:06:14.114539,,86,11,63,
441,2021-11-09 10:06:14.114641,,87,11,63,
442,2021-11-09 10:08:10.579143,390.0,98,12,63,
443,2021-11-09 10:08:10.579299,396.0,99,12,63,
444,2021-11-09 10:08:10.579335,399.0,100,12,63,
445,2021-11-09 10:08:10.579366,402.0,101,12,63,
446,2021-11-09 10:08:10.579396,405.0,102,12,63,
447,2021-11-09 10:08:10.579426,410.0,103,12,63,
448,2021-11-09 10:08:10.579456,416.0,104,12,63,
449,2021-11-09 10:09:45.228276,,88,13,63,
450,2021-11-09 10:09:45.228398,,89,13,63,
451,2021-11-09 10:09:45.228430,,90,13,63,
452,2021-11-09 10:09:45.228457,,91,13,63,
453,2021-11-09 10:09:45.228483,,92,13,63,
454,2021-11-09 10:09:45.228509,,93,13,63,
455,2021-11-09 10:09:45.228535,,94,13,63,
456,2021-11-09 10:09:45.228562,,95,13,63,
457,2021-11-09 10:09:45.228588,,96,13,63,
458,2021-11-09 10:09:45.228613,,97,13,63,
459,2021-11-09 10:10:05.405231,,105,14,63,
460,2021-11-09 10:10:05.405369,,106,14,63,
461,2021-11-09 10:10:05.405456,,107,14,63,
462,2021-11-09 10:10:05.405532,,108,14,63,
463,2021-11-09 10:10:05.405607,,109,14,63,
464,2021-11-09 10:10:05.405680,,110,14,63,
465,2021-11-09 10:10:05.405752,,111,14,63,
466,2021-11-09 10:10:05.405855,,112,14,63,
467,2021-11-09 10:42:57.682544,,113,15,63,
468,2021-11-09 10:42:57.682728,,114,15,63,
469,2021-11-09 10:42:57.682818,,115,15,63,
470,2021-11-09 10:42:57.682877,,116,15,63,
471,2021-11-09 10:42:57.682965,,117,15,63,
472,2021-11-09 10:42:57.683043,,118,15,63,
473,2021-11-09 10:42:57.683096,,119,15,63,
474,2021-11-09 10:42:57.683149,,120,15,63,
475,2021-11-09 10:42:57.683201,,121,15,63,
476,2021-11-09 10:42:57.683253,,122,15,63,
477,2021-11-09 12:39:45.416665,,88,13,63,
478,2021-11-09 12:39:45.416956,,89,13,63,
479,2021-11-09 12:39:45.417052,,90,13,63,
480,2021-11-09 12:39:45.417161,,91,13,63,
481,2021-11-09 12:39:45.417230,,92,13,63,
482,2021-11-09 12:39:45.417293,,93,13,63,
483,2021-11-09 12:39:45.417403,,94,13,63,
484,2021-11-09 12:39:45.417467,,95,13,63,
485,2021-11-09 12:39:45.417530,,96,13,63,
486,2021-11-09 12:39:45.417593,,97,13,63,
487,2021-11-09 12:40:08.083124,,113,15,63,
488,2021-11-09 12:40:08.083305,,114,15,63,
489,2021-11-09 12:40:08.083371,,115,15,63,
490,2021-11-09 12:40:08.083427,,116,15,63,
491,2021-11-09 12:40:08.083481,,117,15,63,
492,2021-11-09 12:40:08.083536,,118,15,63,
493,2021-11-09 12:40:08.083593,,119,15,63,
494,2021-11-09 12:40:08.083646,,120,15,63,
495,2021-11-09 12:40:08.083700,,121,15,63,
496,2021-11-09 12:40:08.083754,,122,15,63,
497,2021-11-09 12:40:21.995587,,123,16,63,
498,2021-11-09 12:40:21.995744,,124,16,63,
499,2021-11-09 12:40:21.995842,,125,16,63,
500,2021-11-09 12:40:21.995908,,126,16,63,
501,2021-11-09 12:40:21.995971,,127,16,63,
502,2021-11-09 12:40:21.996033,,128,16,63,
503,2021-11-09 12:40:21.996096,,129,16,63,
504,2021-11-09 12:41:10.176066,,130,17,63,
505,2021-11-09 12:41:10.176280,,131,17,63,
506,2021-11-09 12:41:10.176388,,132,17,63,
507,2021-11-09 12:41:10.177099,,133,17,63,
508,2021-11-09 12:41:10.177190,,134,17,63,
509,2021-11-09 12:41:10.177257,,135,17,63,
510,2021-11-09 12:41:10.177320,,136,17,63,
511,2021-11-09 12:41:50.510593,,137,18,63,
512,2021-11-09 12:41:50.510879,,138,18,63,
513,2021-11-09 12:41:50.510962,,139,18,63,
514,2021-11-09 12:41:50.511035,,140,18,63,
515,2021-11-09 12:41:50.511105,,141,18,63,
516,2021-11-09 12:41:50.511174,,142,18,63,
517,2021-11-09 12:41:50.511242,,143,18,63,
518,2021-11-09 12:41:50.511310,,144,18,63,
