id,created_at,problem_id,user_id,language_id
152,2021-06-24 20:30:44.713312,11,2,3
153,2021-06-25 09:05:36.931115,11,2,3
154,2021-06-25 09:54:42.903271,11,2,3
155,2021-06-25 16:40:55.628970,9,2,3
156,2021-06-25 16:43:13.186089,9,2,3
157,2021-06-25 16:44:59.073919,9,2,3
158,2021-06-25 16:50:11.613849,9,2,3
159,2021-06-25 16:53:22.003095,9,2,3
160,2021-06-25 16:55:05.403744,9,2,3
161,2021-06-25 16:55:20.725549,9,2,3
162,2021-06-25 16:58:19.982519,9,2,3
163,2021-06-25 16:59:33.507775,11,2,3
164,2021-06-25 16:59:35.906515,9,2,3
165,2021-06-25 16:59:38.653703,11,2,3
166,2021-06-25 17:00:30.565150,9,2,3
167,2021-06-25 17:00:33.331614,11,2,3
168,2021-06-25 17:00:46.657455,11,2,3
169,2021-06-25 17:01:35.903657,9,2,3
170,2021-06-25 17:03:06.334040,9,2,3
171,2021-06-25 17:04:29.672826,9,2,3
172,2021-06-25 17:07:02.951110,9,2,3
173,2021-06-25 17:12:43.661666,9,2,3
174,2021-06-25 17:13:42.195085,9,2,3
175,2021-06-25 17:15:36.172905,9,2,3
176,2021-06-25 17:29:57.979377,9,2,3
177,2021-06-25 17:35:39.541935,9,2,3
178,2021-06-25 17:37:17.308213,9,2,3
179,2021-06-25 17:39:20.406035,9,2,3
180,2021-06-25 17:41:32.057048,9,2,3
181,2021-06-25 17:42:26.607588,9,2,3
182,2021-06-25 17:42:32.639022,11,2,3
183,2021-06-25 17:43:12.653382,11,2,3
184,2021-06-25 17:43:30.708877,9,2,3
185,2021-06-25 17:43:48.486421,9,2,3
186,2021-06-25 18:26:39.888929,11,2,3
187,2021-06-25 18:34:41.305930,11,2,3
188,2021-06-25 18:46:15.595927,11,2,3
189,2021-06-25 18:46:20.358464,11,2,3
190,2021-06-25 18:46:39.264590,11,2,3
191,2021-06-25 18:46:48.159702,11,2,3
192,2021-06-25 18:46:53.195079,11,2,3
193,2021-06-28 07:36:26.043113,11,2,3
194,2021-06-28 08:42:51.533439,11,2,3
195,2021-06-28 08:43:00.225594,11,2,3
196,2021-06-28 08:43:24.652071,11,2,3
197,2021-06-28 08:43:35.549161,11,2,3
198,2021-06-28 08:44:02.072390,11,2,3
199,2021-06-28 08:44:15.199145,11,2,3
200,2021-06-28 08:44:32.714641,11,2,3
201,2021-06-28 09:14:46.431682,11,2,3
202,2021-06-28 12:31:44.759329,11,2,3
203,2021-06-29 09:04:58.241137,11,2,3
204,2021-06-29 09:06:03.075542,11,2,3
205,2021-06-29 09:06:31.363364,11,2,3
206,2021-06-29 09:06:36.238789,11,2,3
207,2021-06-29 09:06:55.267833,11,2,3
208,2021-06-29 09:07:22.268085,11,2,3
209,2021-06-29 15:52:29.651129,11,2,3
210,2021-06-29 15:52:45.186483,11,2,3
211,2021-06-29 15:53:09.608858,11,2,3
212,2021-06-29 15:57:56.915293,11,2,3
213,2021-06-29 15:59:13.014255,11,2,3
214,2021-06-29 15:59:15.429052,11,2,3
215,2021-06-30 13:08:30.979740,11,2,3
216,2021-06-30 13:08:42.517381,11,2,3
217,2021-06-30 13:09:26.490682,11,2,3
218,2021-06-30 13:13:22.805644,11,2,3
219,2021-06-30 13:13:34.453349,11,2,3
220,2021-06-30 13:22:58.726355,11,2,3
221,2021-06-30 13:24:02.434259,11,2,3
222,2021-06-30 13:25:00.801846,11,2,3
223,2021-06-30 13:25:23.521899,11,2,3
224,2021-06-30 13:59:54.662783,9,2,3
225,2021-06-30 14:28:11.012317,11,2,3
226,2021-06-30 14:37:10.823589,11,2,3
227,2021-06-30 14:42:44.270756,11,2,3
228,2021-06-30 14:43:25.153557,11,2,3
229,2021-06-30 14:44:06.398021,11,2,3
230,2021-06-30 14:44:42.061866,11,2,3
231,2021-06-30 16:21:15.501785,11,2,3
232,2021-06-30 16:23:51.029120,11,2,3
233,2021-06-30 16:24:21.345952,9,2,3
234,2021-06-30 16:41:21.767513,11,2,3
235,2021-06-30 20:34:18.461843,9,2,3
236,2021-06-30 20:34:50.444583,9,2,3
237,2021-06-30 20:44:08.092165,11,2,3
238,2021-06-30 20:44:25.679198,11,2,3
239,2021-07-01 09:19:16.733712,9,2,3
240,2021-07-01 17:40:23.336324,11,2,3
241,2021-07-01 17:43:40.599035,11,2,3
242,2021-07-06 15:27:54.918096,11,2,3
243,2021-07-06 15:28:02.737045,11,2,3
244,2021-07-06 15:36:06.357551,11,2,3
245,2021-07-06 16:08:30.648980,11,2,3
246,2021-07-06 16:08:32.899380,11,2,3
247,2021-07-06 16:08:33.588317,11,2,3
248,2021-07-06 16:08:34.278464,11,2,3
249,2021-07-06 16:08:34.461567,11,2,3
250,2021-07-06 16:08:34.559418,11,2,3
251,2021-07-06 16:08:34.697311,11,2,3
252,2021-07-06 16:08:34.826368,11,2,3
253,2021-07-06 16:08:35.019060,11,2,3
254,2021-07-06 16:08:48.219918,11,2,3
255,2021-07-06 16:08:48.347998,11,2,3
256,2021-07-06 16:08:48.513416,11,2,3
257,2021-07-06 16:08:48.581632,11,2,3
258,2021-07-06 16:08:48.712940,11,2,3
259,2021-07-06 16:08:48.857426,11,2,3
260,2021-07-06 16:08:49.009343,11,2,3
261,2021-07-06 16:08:49.106025,11,2,3
262,2021-07-06 16:08:49.361496,11,2,3
263,2021-07-06 16:08:49.475050,11,2,3
264,2021-07-06 16:08:49.621888,11,2,3
265,2021-07-06 20:28:35.155835,11,2,3
266,2021-07-06 20:28:41.335716,11,2,3
267,2021-07-06 20:50:49.896531,11,2,3
268,2021-07-07 07:22:47.446104,11,2,3
269,2021-07-07 07:24:19.663725,11,2,3
270,2021-07-07 07:26:48.326687,11,2,3
271,2021-07-07 07:26:52.361270,11,2,3
272,2021-07-07 07:27:00.164724,11,2,3
273,2021-07-07 07:27:21.229159,11,2,3
274,2021-07-07 07:27:28.211815,11,2,3
275,2021-07-07 07:27:41.418733,11,2,3
276,2021-07-07 07:27:47.811342,11,2,3
277,2021-07-07 07:31:13.250606,11,2,3
278,2021-07-07 07:31:32.053565,11,2,3
279,2021-07-07 07:31:48.540973,11,2,3
280,2021-07-07 07:32:39.284730,11,2,3
281,2021-07-07 07:42:56.129619,11,2,3
282,2021-07-07 07:43:11.838124,11,2,3
283,2021-07-07 07:44:41.052022,11,2,3
284,2021-07-07 07:44:45.842945,11,2,3
285,2021-07-07 07:45:10.396760,11,2,3
286,2021-07-07 08:32:07.612385,11,2,3
287,2021-07-07 08:32:12.314466,11,2,3
288,2021-07-07 08:51:53.511425,11,2,3
289,2021-07-07 08:52:05.089659,11,2,3
290,2021-07-07 08:53:22.537922,11,2,3
291,2021-07-07 08:57:56.910477,11,2,3
292,2021-07-07 17:13:12.345847,11,2,3
293,2021-07-07 17:13:16.470214,11,2,3
294,2021-07-08 15:39:02.204119,3,2,3
295,2021-09-19 23:09:31.866023,1,43,3
296,2021-09-19 23:10:14.230428,1,43,3
297,2021-09-19 23:11:33.395017,1,43,3
298,2021-09-19 23:12:34.545954,1,43,3
299,2021-09-19 23:13:13.048380,1,43,3
300,2021-09-19 23:13:39.124155,1,43,3
301,2021-09-19 23:15:44.724824,1,43,3
302,2021-09-19 23:16:12.684603,1,43,3
303,2021-09-19 23:16:24.858197,1,43,3
304,2021-09-19 23:16:48.398931,1,43,3
305,2021-09-19 23:17:15.554354,1,43,3
306,2021-09-19 23:17:22.425267,1,43,3
307,2021-09-19 23:17:27.598059,1,43,3
308,2021-09-19 23:17:29.431267,1,43,3
309,2021-09-19 23:19:21.323407,1,43,3
310,2021-09-19 23:19:35.043008,1,43,3
311,2021-09-19 23:30:19.698033,1,43,3
312,2021-09-19 23:37:08.868038,1,43,3
313,2021-09-20 00:09:34.093774,1,43,3
314,2021-09-20 00:09:53.914831,1,43,3
315,2021-09-20 00:10:53.480332,1,43,3
316,2021-09-20 00:11:19.489896,1,43,3
317,2021-09-20 00:11:45.101538,1,43,3
318,2021-09-20 00:12:18.225715,1,43,3
319,2021-09-20 00:13:16.915987,1,43,3
320,2021-09-20 00:16:20.639590,1,43,3
321,2021-09-20 00:16:59.655288,1,43,3
322,2021-09-20 00:21:23.375009,1,43,3
323,2021-09-20 00:22:10.922042,1,43,3
324,2021-09-20 00:22:36.128382,1,43,3
325,2021-09-20 00:22:37.532982,1,43,3
326,2021-09-20 00:22:40.072373,1,43,3
327,2021-09-20 00:24:05.780209,1,43,3
328,2021-09-20 00:26:43.685130,1,43,3
329,2021-09-20 00:26:46.086501,1,43,3
330,2021-09-20 00:26:46.793403,1,43,3
331,2021-09-20 00:26:47.462225,1,43,3
332,2021-09-20 00:26:48.558392,1,43,3
333,2021-09-20 00:26:49.642356,1,43,3
334,2021-09-20 00:27:10.435554,1,43,3
335,2021-09-20 00:27:11.377048,1,43,3
336,2021-09-20 00:27:14.083057,1,43,3
337,2021-09-20 00:27:14.851263,1,43,3
338,2021-09-20 00:27:23.030650,1,43,3
339,2021-09-20 00:27:23.823446,1,43,3
340,2021-09-20 00:27:24.623924,1,43,3
341,2021-09-20 00:27:25.385247,1,43,3
342,2021-09-20 00:27:35.146883,1,43,3
343,2021-09-20 00:27:38.922981,1,43,3
344,2021-09-20 00:27:40.171423,1,43,3
345,2021-09-20 00:32:00.915839,1,43,3
346,2021-09-20 00:32:10.730769,1,43,3
347,2021-09-20 00:33:27.661528,1,43,3
348,2021-09-20 00:33:34.827993,1,43,3
349,2021-09-20 00:33:40.288387,1,43,3
350,2021-09-20 00:35:37.954236,1,43,3
351,2021-09-20 00:36:02.957529,1,43,3
352,2021-09-20 01:01:18.418911,1,43,3
353,2021-09-20 01:50:49.629521,2,43,3
354,2021-09-20 01:57:17.296696,2,43,3
355,2021-09-20 03:07:47.060774,1,43,3
356,2021-09-20 03:33:48.251013,104,43,3
357,2021-09-20 03:34:50.966096,104,43,3
358,2021-09-20 03:51:31.680471,104,43,3
359,2021-09-20 07:40:52.072257,110,43,3
360,2021-09-20 10:30:39.742115,4,63,3
361,2021-09-20 10:30:59.180235,4,63,3
362,2021-09-20 10:31:08.017076,4,63,3
363,2021-09-20 10:34:12.860570,20,63,3
364,2021-09-20 10:34:28.142006,20,63,3
365,2021-09-20 10:36:27.702173,29,63,3
366,2021-09-20 13:01:30.589098,42,63,3
367,2021-09-20 13:02:23.680307,40,63,3
368,2021-09-20 13:03:51.676373,1,63,3
369,2021-09-20 13:04:04.735364,1,63,3
370,2021-09-20 13:04:06.065909,1,63,3
371,2021-09-20 15:05:59.590101,20,63,3
372,2021-09-20 15:20:11.039959,51,63,3
373,2021-09-20 15:25:18.670353,104,63,3
374,2021-09-20 15:28:05.567666,108,63,3
375,2021-09-20 15:29:51.978451,112,63,3
376,2021-09-20 15:52:59.879597,24,63,3
377,2021-09-20 16:28:58.177569,39,63,3
378,2021-09-20 16:31:27.643253,42,63,3
379,2021-09-20 16:31:34.125025,42,63,3
380,2021-09-20 16:31:48.825994,42,63,3
381,2021-09-20 16:31:49.869989,42,63,3
382,2021-09-20 16:45:52.148375,51,63,3
383,2021-09-20 16:47:49.995998,51,63,3
384,2021-09-20 16:47:52.256410,51,63,3
385,2021-09-20 16:47:54.402514,51,63,3
386,2021-09-20 16:47:55.118981,51,63,3
387,2021-09-20 16:54:11.619083,104,63,3
388,2021-09-20 17:59:37.503171,1,63,3
389,2021-09-20 17:59:45.596692,1,63,3
390,2021-09-20 17:59:52.272451,1,63,3
391,2021-09-20 18:00:05.627462,1,63,3
392,2021-09-20 18:01:45.592011,82,63,2
393,2021-09-20 18:02:54.558569,104,63,3
394,2021-09-20 18:04:03.153705,106,63,3
395,2021-09-20 18:04:28.241034,106,63,3
396,2021-09-20 18:04:51.639763,106,63,3
397,2021-09-20 18:15:39.440433,106,63,3
398,2021-09-20 18:15:43.769218,106,63,3
399,2021-09-20 18:18:07.223873,106,63,3
400,2021-09-20 18:23:11.840451,111,63,3
401,2021-09-20 18:23:25.384219,111,63,3
402,2021-09-20 18:23:31.212621,111,63,3
403,2021-09-20 18:23:48.861492,111,63,3
404,2021-09-20 18:23:58.262704,111,63,3
405,2021-09-20 18:24:02.951893,111,63,3
406,2021-09-20 18:24:47.706420,111,63,3
407,2021-09-20 18:24:50.816846,111,63,3
408,2021-09-20 18:30:55.987770,111,63,3
409,2021-09-20 18:31:03.508999,111,63,3
410,2021-09-20 18:47:52.122570,107,63,3
411,2021-09-20 18:49:46.411335,113,63,3
412,2021-09-20 18:52:55.487965,107,63,3
413,2021-09-20 18:52:55.967360,107,63,3
414,2021-09-20 19:01:34.787450,113,63,3
415,2021-09-20 19:01:54.029219,107,63,3
416,2021-09-20 19:02:03.745932,107,63,3
417,2021-09-20 19:19:03.640929,107,63,3
418,2021-09-20 19:19:09.621948,107,63,3
419,2021-09-20 19:22:33.560565,107,63,3
420,2021-09-20 19:22:48.374253,107,63,3
421,2021-09-20 19:31:49.584882,106,63,3
422,2021-09-20 19:35:30.109110,107,63,3
423,2021-09-20 19:36:20.895181,106,63,3
424,2021-09-20 19:51:47.306126,11,63,3
425,2021-09-20 19:52:47.138989,11,63,3
426,2021-09-21 08:10:09.720920,75,63,2
427,2021-09-21 08:11:21.734818,75,63,2
428,2021-09-21 08:13:06.417403,81,63,2
429,2021-09-21 08:13:11.887419,81,63,2
430,2021-09-21 08:13:41.344575,84,63,2
431,2021-09-21 08:17:19.222952,110,63,3
432,2021-09-21 08:17:41.683296,110,63,3
433,2021-09-21 08:18:25.988516,111,63,3
434,2021-09-21 08:19:12.253744,111,63,3
435,2021-09-21 08:19:20.241363,111,63,3
436,2021-09-21 11:23:50.316082,14,43,3
437,2021-09-21 11:24:09.965676,14,43,3
438,2021-09-21 11:24:16.042467,14,43,3
439,2021-09-21 11:39:55.023243,106,43,3
440,2021-09-21 11:40:06.637008,106,43,3
441,2021-09-21 11:40:15.718484,106,43,3
442,2021-09-21 11:40:35.651944,106,43,3
443,2021-09-21 11:41:21.481167,106,43,3
444,2021-09-21 11:41:24.464468,106,43,3
445,2021-09-21 11:41:27.838791,106,43,3
446,2021-09-21 11:41:40.005457,106,43,3
447,2021-09-21 11:42:10.310628,106,43,3
448,2021-09-21 11:42:12.295950,106,43,3
449,2021-09-21 11:42:20.947464,106,43,3
450,2021-09-21 14:43:07.796182,113,43,3
451,2021-09-21 14:54:21.173151,106,43,3
452,2021-09-21 14:56:54.741061,106,43,3
453,2021-09-21 14:56:58.391449,106,43,3
454,2021-09-21 14:57:09.020291,106,43,3
455,2021-09-21 14:57:11.870451,106,43,3
456,2021-09-21 14:57:18.936555,106,43,3
457,2021-09-21 14:57:29.579760,106,43,3
458,2021-09-21 14:57:29.771659,106,43,3
459,2021-09-21 14:57:29.916023,106,43,3
460,2021-09-21 14:57:30.084065,106,43,3
461,2021-09-21 14:57:30.215617,106,43,3
462,2021-09-21 14:57:30.364085,106,43,3
463,2021-09-21 14:57:31.686594,106,43,3
464,2021-09-21 14:57:31.759156,106,43,3
465,2021-09-21 14:57:31.938381,106,43,3
466,2021-09-21 14:57:32.825118,106,43,3
467,2021-09-21 14:57:32.970725,106,43,3
468,2021-09-21 14:57:33.148418,106,43,3
469,2021-09-21 14:57:33.677711,106,43,3
470,2021-09-21 14:57:33.771034,106,43,3
471,2021-09-21 14:57:33.945499,106,43,3
472,2021-09-21 14:57:35.190729,106,43,3
473,2021-09-21 14:57:35.406252,106,43,3
474,2021-09-21 15:08:24.366727,106,43,3
475,2021-09-21 15:30:15.203706,106,63,3
476,2021-09-21 15:34:46.396661,1,63,3
477,2021-09-21 16:49:54.465961,1,63,3
478,2021-09-21 16:52:12.355223,1,63,3
479,2021-09-22 14:29:20.336656,1,63,3
480,2021-09-22 14:29:43.696677,95,63,2
481,2021-09-22 14:29:56.876957,1,63,3
482,2021-09-22 14:54:25.563366,1,63,3
483,2021-09-22 15:07:05.394504,1,63,3
484,2021-09-22 15:10:26.451607,1,63,3
485,2021-09-22 15:49:37.335091,1,63,3
486,2021-09-22 15:49:40.453938,1,63,3
487,2021-09-22 16:03:17.481206,1,63,3
488,2021-09-22 16:04:01.357072,1,63,3
489,2021-09-22 16:11:59.487097,1,63,3
490,2021-09-22 16:17:37.266094,1,63,3
491,2021-09-22 16:26:39.668587,1,63,3
492,2021-09-22 16:28:11.784432,1,63,3
493,2021-09-22 16:29:41.681930,1,63,3
494,2021-09-22 16:32:22.734090,1,63,3
495,2021-09-22 19:47:56.562132,1,63,3
496,2021-09-22 19:58:17.908268,1,63,3
497,2021-09-22 19:59:40.587664,1,63,3
498,2021-09-22 20:03:50.769780,1,63,3
499,2021-09-22 20:07:26.454850,1,63,3
500,2021-09-23 11:59:21.352062,106,50,3
501,2021-09-23 12:39:45.028085,1,63,3
502,2021-09-23 13:06:43.160742,1,63,3
503,2021-09-23 15:10:40.198360,1,63,3
504,2021-09-23 15:12:20.556396,1,63,3
505,2021-09-23 15:32:17.192370,1,63,3
506,2021-09-23 15:34:29.105446,1,63,3
507,2021-09-23 15:35:11.989676,1,63,3
508,2021-09-23 15:51:00.519178,1,63,3
509,2021-09-23 16:19:30.915593,1,63,3
510,2021-09-24 08:37:57.615219,8,63,3
511,2021-09-24 08:38:04.868915,8,63,3
512,2021-09-24 08:38:12.256009,8,63,3
513,2021-09-24 08:43:27.972927,55,63,3
514,2021-09-24 08:50:28.236710,8,63,3
515,2021-09-24 08:50:37.144448,8,63,3
516,2021-09-24 08:50:50.858583,8,63,3
517,2021-09-24 09:47:36.337351,1,63,3
518,2021-09-24 09:48:18.095071,1,63,3
519,2021-09-24 10:00:19.496182,1,63,3
520,2021-09-24 10:00:29.306562,1,63,3
521,2021-09-24 10:00:47.596121,1,63,3
522,2021-09-24 10:00:52.402090,1,63,3
523,2021-09-24 10:01:03.064819,1,63,3
524,2021-09-24 10:01:06.990546,1,63,3
525,2021-09-25 16:44:17.511912,8,63,3
526,2021-09-25 16:45:37.525025,19,63,3
527,2021-09-25 16:45:52.722467,19,63,3
528,2021-09-25 16:47:43.006079,20,63,3
529,2021-09-25 16:49:14.427544,55,63,3
530,2021-09-28 09:39:29.213019,1,63,3
531,2021-09-28 09:48:45.212291,1,63,3
532,2021-09-28 09:48:50.404148,1,63,3
533,2021-09-29 08:00:36.694255,1,63,3
534,2021-09-29 08:09:23.278715,1,63,3
535,2021-09-29 08:41:32.298754,1,63,3
536,2021-09-29 08:41:37.291350,2,63,3
537,2021-09-30 12:41:56.324914,1,63,3
538,2021-09-30 12:41:58.587951,1,63,3
539,2021-09-30 12:41:59.577955,1,63,3
540,2021-09-30 19:02:11.159206,1,63,3
541,2021-09-30 19:02:22.714186,1,63,3
542,2021-10-05 10:39:05.056318,117,63,2
543,2021-10-07 09:50:35.682935,1,63,3
544,2021-10-07 11:14:21.765427,43,63,3
545,2021-10-07 11:17:10.223562,43,63,3
546,2021-10-07 11:20:31.837554,43,63,3
547,2021-10-08 07:01:43.726259,106,50,3
548,2021-10-08 07:12:11.846745,106,50,3
549,2021-10-08 07:23:22.262570,106,50,3
550,2021-10-08 16:02:02.154101,145,63,2
551,2021-10-08 16:02:04.395481,145,63,2
552,2021-10-08 16:02:17.113615,1,63,3
553,2021-10-08 16:02:29.665470,1,63,3
554,2021-10-08 16:02:43.133721,1,63,3
555,2021-10-12 15:30:09.820474,1,63,3
556,2021-10-12 15:31:10.602610,148,63,2
557,2021-10-12 16:26:00.812556,148,63,2
558,2021-10-12 16:26:13.101275,148,63,2
559,2021-10-14 11:34:16.867464,11,63,3
560,2021-10-14 11:35:09.453920,11,63,3
561,2021-10-14 11:35:14.171711,11,63,3
562,2021-10-14 11:35:17.317883,11,63,3
563,2021-10-14 11:41:09.613262,58,63,3
564,2021-10-14 13:31:54.204664,139,50,2
565,2021-10-14 13:36:02.120301,1,50,3
566,2021-10-14 13:36:05.609623,1,50,3
567,2021-10-14 13:36:06.400318,1,50,3
568,2021-10-14 13:36:31.462391,1,50,3
569,2021-10-14 13:37:17.639490,1,50,3
570,2021-10-14 13:37:46.479298,139,50,2
571,2021-10-14 14:01:32.816114,139,50,2
572,2021-10-14 14:03:26.879345,139,50,2
573,2021-10-14 14:03:30.046167,139,50,2
574,2021-10-14 14:03:41.555174,139,50,2
575,2021-10-14 14:03:55.319074,139,50,2
576,2021-10-14 14:04:01.825062,139,50,2
577,2021-10-14 14:04:06.997588,139,50,2
578,2021-10-14 14:08:42.241430,133,50,2
579,2021-10-14 14:08:57.236032,133,50,2
580,2021-10-14 14:09:04.783233,133,50,2
581,2021-10-14 14:14:27.428882,11,63,3
