id,entry_at,page_id,user_id
84,2021-10-01 13:03:44.164786,4,43
85,2021-10-04 10:32:54.542361,4,63
86,2021-10-05 15:42:29.330061,4,63
87,2021-10-06 16:13:50.032674,4,63
88,2021-10-07 14:37:46.446944,4,63
89,2021-10-08 15:05:42.419672,4,50
90,2021-10-08 16:02:01.869166,4,63
91,2021-10-12 15:31:10.347156,4,63
92,2021-10-13 15:02:50.055649,4,63
93,2021-10-14 16:30:21.378150,4,63
94,2021-10-14 13:31:15.710232,4,50
95,2021-10-15 15:33:53.322510,4,63
96,2021-10-18 05:00:57.441311,4,43
97,2021-10-19 15:11:04.001724,4,63
98,2021-10-19 11:58:34.231834,4,43
99,2021-10-20 04:11:58.673938,4,43
100,2021-10-20 16:33:15.682531,4,63
101,2021-10-21 13:48:07.877363,4,63
102,2021-10-25 06:27:55.099343,4,43
103,2021-10-28 10:57:35.818150,4,63
104,2021-10-29 15:01:16.902049,4,43
105,2021-10-30 12:38:11.494844,4,43
106,2021-10-31 12:48:00.394249,4,43
107,2021-11-01 13:18:27.577437,4,63
108,2021-11-02 22:33:29.082261,4,43
109,2021-11-03 23:42:36.680871,4,43
110,2021-11-03 18:04:16.319104,4,63
111,2021-11-03 18:03:50.249088,4,72
112,2021-11-04 01:54:44.793780,4,43
113,2021-11-05 20:10:48.238773,4,43
114,2021-11-05 19:58:43.331506,4,63
115,2021-11-05 19:47:50.361122,4,72
116,2021-11-06 07:53:09.243321,4,63
117,2021-11-07 18:53:08.289912,4,43
118,2021-11-07 17:54:17.737183,4,63
119,2021-11-07 14:44:45.261524,4,50
120,2021-11-07 17:00:10.322609,4,72
121,2021-11-08 18:41:01.373786,4,63
122,2021-11-08 18:41:46.795328,4,50
123,2021-11-08 18:15:40.416910,4,73
124,2021-11-08 15:40:59.715986,4,43
125,2021-11-09 23:45:39.088656,4,43
126,2021-11-09 17:35:44.901320,4,63
127,2021-11-09 14:12:32.162428,4,73
128,2021-11-09 19:13:09.404418,4,50
129,2021-11-09 14:25:09.220185,4,74
130,2021-11-09 14:27:01.299258,4,76
131,2021-11-10 20:33:07.709729,4,63
132,2021-11-10 14:58:28.639116,4,43
133,2021-11-11 14:53:27.703631,4,50
134,2021-11-11 16:21:51.439501,4,63
135,2021-11-12 18:17:58.300547,4,63
136,2021-11-12 19:22:53.261850,4,43
137,2021-11-13 09:59:54.530858,4,63
138,2021-11-14 17:16:03.461608,4,63
139,2021-11-14 17:42:26.394252,4,43
140,2021-11-15 16:25:56.088876,4,63
141,2021-11-15 14:06:41.181477,4,50
142,2021-11-15 21:45:38.884179,4,73
143,2021-11-15 13:41:00.248175,4,43
144,2021-11-16 15:20:31.831271,4,63
145,2021-11-16 12:35:33.163556,4,85
146,2021-11-16 16:05:42.738975,4,50
147,2021-11-16 17:57:56.835778,4,43
148,2021-11-16 15:49:51.124711,4,73
149,2021-11-17 15:00:47.602431,4,50
150,2021-11-17 11:30:10.360987,4,43
151,2021-11-17 12:57:42.604029,4,85
152,2021-11-17 14:09:34.387517,4,63
153,2021-11-17 16:45:32.457655,4,73
154,2021-11-18 17:36:38.606752,4,63
155,2021-11-18 08:55:23.948773,4,73
156,2021-11-18 19:24:30.472193,4,43
157,2021-11-19 22:10:51.428985,4,63
158,2021-11-19 21:45:50.512472,4,73
159,2021-11-19 22:54:19.172111,4,90
160,2021-11-19 17:44:57.546338,4,89
161,2021-11-19 23:59:07.912193,4,43
162,2021-11-19 21:37:29.030680,4,50
163,2021-11-19 20:25:37.900637,4,91
164,2021-11-19 19:53:54.298666,4,92
165,2021-11-19 22:08:21.673844,4,93
166,2021-11-20 13:51:38.786842,4,43
167,2021-11-20 21:10:22.273170,4,63
168,2021-11-20 13:48:28.522991,4,73
169,2021-11-20 10:12:36.962526,4,94
170,2021-11-20 10:15:12.261156,4,95
171,2021-11-20 10:22:00.110933,4,96
172,2021-11-20 10:25:57.321532,4,97
173,2021-11-20 15:44:35.660456,4,98
174,2021-11-20 11:23:00.798268,4,99
175,2021-11-20 10:47:25.375489,4,100
176,2021-11-20 23:13:21.944362,4,101
177,2021-11-20 23:32:43.710294,4,102
178,2021-11-20 11:20:22.122128,4,103
179,2021-11-20 20:57:15.928448,4,104
180,2021-11-20 11:45:40.983443,4,106
181,2021-11-20 22:11:39.122464,4,105
182,2021-11-20 12:04:22.879694,4,107
183,2021-11-20 17:16:18.705680,4,108
184,2021-11-20 12:31:50.446073,4,109
185,2021-11-20 13:51:13.713511,4,90
186,2021-11-20 14:51:11.145328,4,50
187,2021-11-20 13:58:40.312230,4,111
188,2021-11-20 14:03:16.693641,4,113
189,2021-11-20 14:12:28.929307,4,114
190,2021-11-20 14:36:10.541944,4,115
191,2021-11-20 16:02:04.408431,4,116
192,2021-11-20 15:04:43.608926,4,117
193,2021-11-20 15:17:05.926884,4,118
194,2021-11-20 17:33:13.937833,4,119
195,2021-11-20 17:35:41.862614,4,120
196,2021-11-20 18:02:00.702123,4,121
197,2021-11-20 19:33:23.107157,4,123
198,2021-11-20 19:50:59.430206,4,124
199,2021-11-20 22:26:14.105353,4,125
200,2021-11-20 19:58:03.861551,4,126
201,2021-11-20 20:41:29.124202,4,127
202,2021-11-21 06:55:38.706829,4,128
203,2021-11-21 06:58:14.652430,4,117
204,2021-11-21 08:15:16.346358,4,125
205,2021-11-21 08:17:35.715518,4,124
206,2021-11-21 15:09:25.308699,4,122
207,2021-11-21 18:12:03.366849,4,98
208,2021-11-21 11:06:46.359555,4,130
209,2021-11-21 11:37:25.962615,4,102
210,2021-11-21 11:46:18.559147,4,131
211,2021-11-21 15:17:42.293030,4,110
212,2021-11-21 12:44:50.619126,4,132
213,2021-11-21 19:42:51.258037,4,133
214,2021-11-21 13:28:53.540149,4,134
215,2021-11-21 14:13:42.887162,4,135
216,2021-11-21 14:47:18.170574,4,136
217,2021-11-21 14:59:14.359649,4,137
218,2021-11-21 15:30:41.992765,4,63
219,2021-11-21 15:29:03.951009,4,138
220,2021-11-21 15:42:26.414457,4,139
221,2021-11-21 15:42:27.825194,4,113
222,2021-11-21 17:00:47.570372,4,140
223,2021-11-21 17:01:40.148361,4,141
224,2021-11-21 18:58:14.880699,4,123
225,2021-11-21 18:34:08.360504,4,50
226,2021-11-21 21:03:47.263746,4,142
227,2021-11-22 16:02:51.308761,4,139
228,2021-11-22 17:02:31.357632,4,63
229,2021-11-22 09:18:03.411665,4,140
230,2021-11-22 14:02:22.879667,4,143
231,2021-11-22 07:35:40.144139,4,144
232,2021-11-22 09:13:32.256988,4,114
233,2021-11-22 10:41:56.412395,4,98
234,2021-11-22 13:54:14.018168,4,145
235,2021-11-22 09:45:13.779050,4,146
236,2021-11-22 10:51:14.941737,4,147
237,2021-11-22 11:03:34.509481,4,148
238,2021-11-22 12:19:10.772423,4,149
239,2021-11-22 13:48:49.952520,4,150
240,2021-11-22 15:30:55.383067,4,151
241,2021-11-22 15:51:14.673494,4,152
242,2021-11-22 16:31:03.813572,4,155
243,2021-11-22 18:00:42.852778,4,124
244,2021-11-22 18:08:58.232578,4,127
245,2021-11-22 18:30:16.520522,4,102
246,2021-11-22 20:59:20.202657,4,158
247,2021-11-22 22:04:15.835300,4,97
248,2021-11-23 20:27:29.834726,4,159
249,2021-11-23 02:43:18.237387,4,160
250,2021-11-23 12:54:10.583691,4,162
251,2021-11-23 17:45:53.660031,4,161
252,2021-11-23 04:10:24.489194,4,163
253,2021-11-23 06:20:25.176918,4,164
254,2021-11-23 21:20:27.054290,4,165
255,2021-11-23 07:43:48.945456,4,166
256,2021-11-23 12:28:34.905319,4,97
257,2021-11-23 08:08:16.237202,4,167
258,2021-11-23 08:14:16.169880,4,168
259,2021-11-23 08:21:40.602843,4,141
260,2021-11-23 18:45:44.398396,4,63
261,2021-11-23 08:37:26.800279,4,169
262,2021-11-23 16:52:33.022719,4,82
263,2021-11-23 15:13:43.387284,4,157
264,2021-11-23 11:55:41.955153,4,150
265,2021-11-23 15:37:16.232497,4,170
266,2021-11-23 18:39:16.929353,4,171
267,2021-11-23 09:46:32.125302,4,172
268,2021-11-23 10:27:48.865005,4,105
269,2021-11-23 13:52:55.061861,4,173
270,2021-11-23 19:01:54.631212,4,158
271,2021-11-23 11:12:59.661615,4,174
272,2021-11-23 11:30:21.699630,4,117
273,2021-11-23 11:30:41.591125,4,146
274,2021-11-23 11:47:45.380078,4,175
275,2021-11-23 14:19:17.994521,4,176
276,2021-11-23 12:20:22.752730,4,177
277,2021-11-23 18:24:26.307442,4,179
278,2021-11-23 12:23:07.823305,4,178
279,2021-11-23 12:26:22.209621,4,180
280,2021-11-23 12:57:47.671773,4,181
281,2021-11-23 12:30:34.067051,4,182
282,2021-11-23 12:32:13.697605,4,184
283,2021-11-23 12:50:30.592119,4,100
284,2021-11-23 22:09:42.432729,4,185
285,2021-11-23 12:42:20.996058,4,186
286,2021-11-23 12:44:10.898577,4,187
287,2021-11-23 12:46:31.576484,4,189
288,2021-11-23 20:02:03.698530,4,190
289,2021-11-23 20:37:38.433498,4,98
290,2021-11-23 13:39:52.010020,4,183
291,2021-11-23 18:46:16.046064,4,191
292,2021-11-23 13:56:31.734748,4,193
293,2021-11-23 17:32:45.117080,4,50
294,2021-11-23 13:35:57.804360,4,192
295,2021-11-23 15:04:44.269073,4,195
296,2021-11-23 13:44:31.945589,4,197
297,2021-11-23 14:00:23.177600,4,198
298,2021-11-23 17:31:30.961632,4,73
299,2021-11-23 15:11:41.344348,4,199
300,2021-11-23 15:11:43.468504,4,74
301,2021-11-23 15:42:18.187877,4,200
302,2021-11-23 15:36:06.963171,4,194
303,2021-11-23 15:36:25.732525,4,201
304,2021-11-23 16:01:48.783392,4,124
305,2021-11-23 16:30:36.237505,4,121
306,2021-11-23 21:21:53.000936,4,203
307,2021-11-23 18:42:15.502037,4,43
308,2021-11-23 18:50:08.829969,4,205
309,2021-11-23 18:53:58.653944,4,206
310,2021-11-23 19:01:43.876867,4,207
311,2021-11-23 21:15:22.794097,4,209
312,2021-11-23 21:27:49.191523,4,210
313,2021-11-23 22:28:36.167142,4,188
314,2021-11-24 05:29:03.497986,4,105
315,2021-11-24 12:22:39.089970,4,170
316,2021-11-24 09:53:19.165727,4,211
317,2021-11-24 05:48:13.076501,4,212
318,2021-11-24 15:39:10.531257,4,162
319,2021-11-24 16:20:29.197394,4,165
320,2021-11-24 06:13:47.286922,4,181
321,2021-11-24 09:25:05.621538,4,139
322,2021-11-24 06:10:18.351662,4,213
323,2021-11-24 06:22:46.192626,4,195
324,2021-11-24 07:20:10.928327,4,186
325,2021-11-24 07:35:00.432226,4,177
326,2021-11-24 15:05:04.932108,4,176
327,2021-11-24 21:44:48.675191,4,63
328,2021-11-24 08:38:46.763976,4,180
329,2021-11-24 09:02:20.593208,4,104
330,2021-11-24 10:28:41.234307,4,182
331,2021-11-24 10:42:58.038595,4,214
332,2021-11-24 10:50:27.504979,4,117
333,2021-11-24 11:08:47.018063,4,97
334,2021-11-24 14:55:17.947161,4,206
335,2021-11-24 12:24:38.985723,4,215
336,2021-11-24 13:43:53.640924,4,190
337,2021-11-24 16:02:53.067493,4,173
338,2021-11-24 14:53:38.009862,4,203
339,2021-11-24 15:32:01.015560,4,50
340,2021-11-24 15:35:24.446245,4,216
341,2021-11-24 16:50:55.795785,4,43
342,2021-11-24 16:30:27.299772,4,158
343,2021-11-24 16:06:41.238940,4,217
344,2021-11-24 16:32:43.089000,4,171
345,2021-11-24 17:12:43.632352,4,218
346,2021-11-24 18:37:53.518735,4,219
347,2021-11-24 17:16:30.060085,4,179
348,2021-11-24 18:53:44.131068,4,220
349,2021-11-24 18:08:31.284398,4,221
350,2021-11-24 18:10:18.081064,4,201
351,2021-11-24 22:16:14.506618,4,222
352,2021-11-24 18:31:22.901656,4,223
353,2021-11-24 20:07:49.167567,4,224
354,2021-11-24 19:04:27.973674,4,225
355,2021-11-24 19:06:53.452913,4,159
356,2021-11-24 19:47:59.431637,4,226
357,2021-11-24 22:14:15.571278,4,188
358,2021-11-24 23:52:18.052767,4,227
359,2021-11-25 03:04:04.409401,4,220
360,2021-11-25 13:47:22.847241,4,50
361,2021-11-25 21:25:05.973708,4,190
362,2021-11-25 06:00:42.221967,4,177
363,2021-11-25 06:05:51.552661,4,228
364,2021-11-25 17:13:39.309366,4,223
365,2021-11-25 07:57:30.346325,4,162
366,2021-11-25 11:28:55.860356,4,188
367,2021-11-25 07:08:54.631996,4,229
368,2021-11-25 15:08:26.484163,4,206
369,2021-11-25 07:30:01.625144,4,97
370,2021-11-25 10:58:13.036982,4,165
371,2021-11-25 20:18:52.059599,4,63
372,2021-11-25 08:23:10.060250,4,139
373,2021-11-25 08:41:10.169939,4,230
374,2021-11-25 18:53:15.378611,4,231
375,2021-11-25 11:05:22.503387,4,118
376,2021-11-25 18:33:05.382473,4,43
377,2021-11-25 10:25:35.019051,4,105
378,2021-11-25 14:27:29.750173,4,173
379,2021-11-25 12:48:02.722768,4,217
380,2021-11-25 13:16:58.672367,4,73
381,2021-11-25 12:49:44.988036,4,232
382,2021-11-25 14:54:20.698373,4,233
383,2021-11-25 15:18:54.975895,4,222
384,2021-11-25 16:30:36.461372,4,100
385,2021-11-25 15:46:26.141817,4,184
386,2021-11-25 16:13:11.280512,4,157
387,2021-11-25 16:20:19.027402,4,234
388,2021-11-25 16:26:33.274744,4,235
389,2021-11-25 17:29:54.286662,4,236
390,2021-11-25 20:01:33.232095,4,226
391,2021-11-25 20:20:00.957038,4,159
392,2021-11-25 21:44:29.614722,4,98
393,2021-11-26 02:42:37.937743,4,227
394,2021-11-26 20:04:53.168995,4,190
395,2021-11-26 05:13:56.166336,4,237
396,2021-11-26 12:21:45.770929,4,226
397,2021-11-26 12:16:11.073381,4,50
398,2021-11-26 14:08:13.387200,4,73
399,2021-11-26 08:54:22.382306,4,233
400,2021-11-26 07:40:57.391153,4,212
401,2021-11-26 08:21:05.202285,4,97
402,2021-11-26 08:59:39.254066,4,177
403,2021-11-26 13:25:00.991586,4,63
404,2021-11-26 10:25:05.778151,4,82
405,2021-11-26 12:46:02.647259,4,238
406,2021-11-26 12:06:59.053393,4,239
407,2021-11-26 12:12:32.765059,4,241
408,2021-11-26 12:11:54.757949,4,240
409,2021-11-26 12:21:58.113078,4,242
410,2021-11-26 14:11:15.463456,4,98
411,2021-11-26 13:27:35.952274,4,243
412,2021-11-26 23:45:14.195498,4,43
413,2021-11-26 18:43:48.031542,4,244
414,2021-11-26 15:20:23.257391,4,194
415,2021-11-26 15:40:05.815972,4,211
416,2021-11-26 16:12:59.385429,4,245
417,2021-11-26 16:41:30.644286,4,229
418,2021-11-26 16:51:57.466463,4,246
419,2021-11-26 19:11:15.875757,4,158
420,2021-11-26 19:27:07.152355,4,195
421,2021-11-26 19:26:57.189295,4,146
422,2021-11-26 19:32:27.731460,4,224
423,2021-11-26 21:28:35.986681,4,101
424,2021-11-26 21:49:41.668212,4,247
425,2021-11-26 22:29:42.302220,4,221
426,2021-11-26 23:32:31.772278,4,90
427,2021-11-27 12:08:24.522752,4,63
428,2021-11-27 18:40:11.995391,4,244
429,2021-11-27 05:52:07.398235,4,248
430,2021-11-27 21:17:51.515735,4,190
431,2021-11-27 06:01:31.720321,4,195
432,2021-11-27 10:06:43.240524,4,224
433,2021-11-27 07:16:35.333840,4,249
434,2021-11-27 07:16:41.563605,4,250
435,2021-11-27 07:57:39.065438,4,251
436,2021-11-27 08:55:12.846512,4,218
437,2021-11-27 15:17:48.166763,4,221
438,2021-11-27 09:18:41.685836,4,206
439,2021-11-27 10:59:13.634334,4,252
440,2021-11-27 11:25:46.683918,4,228
441,2021-11-27 15:47:48.690432,4,159
442,2021-11-27 13:45:37.222147,4,149
443,2021-11-27 16:54:36.153893,4,253
444,2021-11-27 15:54:10.992036,4,105
445,2021-11-27 21:18:59.717951,4,186
446,2021-11-27 22:50:45.913937,4,140
447,2021-11-27 22:38:06.177242,4,138
448,2021-11-27 17:57:31.675130,4,246
449,2021-11-27 20:03:12.950677,4,255
450,2021-11-27 20:43:46.790556,4,98
451,2021-11-27 21:20:38.914963,4,158
452,2021-11-27 22:54:12.291755,4,257
453,2021-11-28 04:23:32.755100,4,228
454,2021-11-28 06:42:53.155926,4,190
455,2021-11-28 18:04:46.432403,4,258
456,2021-11-28 07:47:06.434073,4,224
457,2021-11-28 21:04:59.901066,4,173
458,2021-11-28 21:44:34.537088,4,186
459,2021-11-28 09:40:20.898492,4,259
460,2021-11-28 10:21:58.650778,4,108
461,2021-11-28 20:27:19.583633,4,244
462,2021-11-28 18:23:03.384605,4,257
463,2021-11-28 18:22:55.814603,4,140
464,2021-11-28 10:53:31.910619,4,256
465,2021-11-28 11:14:31.999421,4,98
466,2021-11-28 12:16:05.738610,4,218
467,2021-11-28 12:54:34.620587,4,137
468,2021-11-28 18:28:31.972463,4,220
469,2021-11-28 15:34:51.013565,4,43
470,2021-11-28 17:20:37.078638,4,195
471,2021-11-28 17:43:22.661421,4,262
472,2021-11-28 18:45:48.378235,4,263
473,2021-11-28 18:04:40.109038,4,63
474,2021-11-28 18:10:28.358756,4,226
475,2021-11-28 19:05:28.032477,4,193
476,2021-11-28 19:56:48.176886,4,264
477,2021-11-29 01:04:31.626268,4,105
478,2021-11-29 04:46:34.282409,4,195
479,2021-11-29 15:40:31.549438,4,253
480,2021-11-29 19:37:26.010092,4,244
481,2021-11-29 09:34:28.793090,4,243
482,2021-11-29 18:26:44.387376,4,226
483,2021-11-29 17:46:12.398826,4,265
484,2021-11-29 15:07:33.982532,4,73
485,2021-11-29 19:44:07.679685,4,63
486,2021-11-29 12:21:12.782251,4,100
487,2021-11-29 08:33:10.399806,4,266
488,2021-11-29 08:41:52.399685,4,242
489,2021-11-29 08:47:00.686453,4,267
490,2021-11-29 09:07:37.358608,4,268
491,2021-11-29 09:32:29.253605,4,176
492,2021-11-29 09:59:46.698251,4,269
493,2021-11-29 09:44:21.270694,4,245
494,2021-11-29 11:09:48.646094,4,255
495,2021-11-29 13:41:32.261346,4,50
496,2021-11-29 14:22:52.080740,4,183
497,2021-11-29 11:37:33.520027,4,270
498,2021-11-29 13:55:32.327738,4,271
499,2021-11-29 12:43:53.149563,4,184
500,2021-11-29 13:01:35.740562,4,272
501,2021-11-29 13:52:18.656720,4,43
502,2021-11-29 13:32:26.762558,4,273
503,2021-11-29 19:40:45.521479,4,193
504,2021-11-29 14:47:13.485390,4,159
505,2021-11-29 19:36:05.553900,4,274
506,2021-11-29 16:30:44.777861,4,190
507,2021-11-29 17:23:56.811443,4,275
508,2021-11-29 19:57:21.928132,4,238
509,2021-11-30 03:47:46.189919,4,276
510,2021-11-30 04:06:44.107919,4,183
511,2021-11-30 19:22:12.356675,4,244
512,2021-11-30 09:04:30.103217,4,162
513,2021-11-30 05:43:25.644222,4,248
514,2021-11-30 06:53:54.104399,4,97
515,2021-11-30 06:29:39.313226,4,229
516,2021-11-30 20:49:26.766672,4,63
517,2021-11-30 18:16:16.752314,4,206
518,2021-11-30 08:46:37.562390,4,271
519,2021-11-30 08:49:30.099504,4,233
520,2021-11-30 13:13:14.846357,4,243
521,2021-11-30 09:31:32.816532,4,230
522,2021-11-30 15:32:11.803372,4,157
523,2021-11-30 12:11:13.264828,4,211
524,2021-11-30 11:29:01.330204,4,277
525,2021-11-30 11:36:14.008602,4,269
526,2021-11-30 13:41:57.386397,4,101
527,2021-11-30 14:10:18.808721,4,190
528,2021-11-30 16:11:36.674520,4,50
529,2021-11-30 15:30:08.559240,4,184
530,2021-11-30 16:52:44.599314,4,159
531,2021-11-30 17:03:30.231274,4,278
532,2021-11-30 20:50:52.735722,4,279
533,2021-11-30 18:51:43.741849,4,280
534,2021-11-30 18:55:57.294217,4,43
535,2021-11-30 18:41:00.031455,4,116
536,2021-11-30 19:12:49.182188,4,73
537,2021-11-30 20:01:57.269090,4,195
538,2021-12-01 00:20:27.531416,4,281
539,2021-12-01 22:05:19.565221,4,276
540,2021-12-01 19:04:43.673219,4,244
541,2021-12-01 12:07:14.210401,4,279
542,2021-12-01 16:46:58.742188,4,63
543,2021-12-01 09:41:12.366107,4,278
544,2021-12-01 08:44:06.953501,4,97
545,2021-12-01 09:01:32.777934,4,171
546,2021-12-01 10:24:15.025991,4,243
547,2021-12-01 10:57:04.084967,4,217
548,2021-12-01 20:21:15.183151,4,50
549,2021-12-01 13:13:08.401390,4,245
550,2021-12-01 18:31:11.778540,4,282
551,2021-12-01 14:15:10.299757,4,271
552,2021-12-01 13:46:58.991535,4,73
553,2021-12-01 16:49:43.064439,4,116
554,2021-12-01 22:08:30.708670,4,105
555,2021-12-01 15:50:14.738774,4,159
556,2021-12-01 15:54:21.131574,4,283
557,2021-12-01 16:04:08.079625,4,43
558,2021-12-01 16:14:55.636544,4,190
559,2021-12-01 16:34:26.076562,4,195
560,2021-12-01 17:39:58.447399,4,206
561,2021-12-01 18:27:09.980689,4,162
562,2021-12-01 18:39:37.215360,4,181
563,2021-12-01 21:19:37.071706,4,275
564,2021-12-01 22:16:11.710436,4,284
565,2021-12-02 03:45:17.306957,4,284
566,2021-12-02 10:44:45.387555,4,162
567,2021-12-02 08:12:21.722681,4,276
568,2021-12-02 12:54:29.490042,4,243
569,2021-12-02 17:03:43.828055,4,279
570,2021-12-02 08:57:44.017234,4,245
571,2021-12-02 07:05:14.650355,4,97
572,2021-12-02 16:07:42.242816,4,244
573,2021-12-02 14:35:49.622409,4,282
574,2021-12-02 10:13:54.781314,4,269
575,2021-12-02 10:45:20.374380,4,278
576,2021-12-02 12:51:16.807403,4,63
577,2021-12-02 11:35:21.308097,4,43
578,2021-12-02 12:40:05.102918,4,285
579,2021-12-02 12:48:36.024444,4,286
580,2021-12-02 12:58:10.023364,4,73
581,2021-12-02 15:03:05.627053,4,157
582,2021-12-02 14:10:14.462867,4,287
583,2021-12-02 13:26:21.601582,4,265
584,2021-12-02 14:56:59.178770,4,159
585,2021-12-02 17:04:47.734942,4,224
586,2021-12-02 19:06:33.039921,4,190
587,2021-12-02 21:47:34.583478,4,186
588,2021-12-02 19:14:13.855203,4,226
589,2021-12-02 17:59:38.774669,4,206
590,2021-12-02 17:59:53.349479,4,288
591,2021-12-02 19:47:58.049998,4,289
592,2021-12-02 21:45:18.556530,4,105
593,2021-12-02 22:48:40.903542,4,290
594,2021-12-03 04:46:04.889941,4,285
595,2021-12-03 05:25:35.438557,4,276
596,2021-12-03 15:37:11.902279,4,279
597,2021-12-03 19:55:54.842414,4,289
598,2021-12-03 05:34:36.059676,4,190
599,2021-12-03 05:42:24.460553,4,291
600,2021-12-03 07:05:01.885081,4,133
601,2021-12-03 12:11:29.681907,4,292
602,2021-12-03 07:30:27.028581,4,229
603,2021-12-03 07:01:14.636630,4,98
604,2021-12-03 08:46:00.741523,4,162
605,2021-12-03 10:23:27.794719,4,287
606,2021-12-03 13:43:40.696581,4,157
607,2021-12-03 09:07:50.768554,4,226
608,2021-12-03 17:02:08.114668,4,97
609,2021-12-03 10:03:20.668882,4,176
610,2021-12-03 10:49:22.091411,4,294
611,2021-12-03 10:38:39.758213,4,295
612,2021-12-03 14:40:33.946512,4,193
613,2021-12-03 12:25:50.313086,4,296
614,2021-12-03 13:07:09.029268,4,73
615,2021-12-03 12:55:44.693816,4,100
616,2021-12-03 21:33:27.398449,4,297
617,2021-12-03 16:33:37.076095,4,244
618,2021-12-03 13:35:42.208563,4,211
619,2021-12-03 13:50:52.951351,4,111
620,2021-12-03 14:25:30.317640,4,298
621,2021-12-03 19:49:22.841130,4,195
622,2021-12-03 17:48:45.758519,4,206
623,2021-12-03 19:06:32.845004,4,300
624,2021-12-03 19:37:22.913682,4,280
625,2021-12-03 20:21:19.620956,4,299
626,2021-12-03 19:50:52.342977,4,158
627,2021-12-03 20:35:23.443275,4,301
628,2021-12-03 21:59:55.915553,4,282
629,2021-12-03 22:16:24.274319,4,186
630,2021-12-04 15:11:13.984167,4,195
631,2021-12-04 06:31:40.493752,4,224
632,2021-12-04 17:31:52.483359,4,279
633,2021-12-04 09:31:57.437871,4,292
634,2021-12-04 14:28:55.389888,4,256
635,2021-12-04 10:33:16.761001,4,276
