id,created_at,value,type_id,user_id
66,2021-09-29 08:52:01.313482,3.0,4,43
67,2021-09-30 12:41:39.395342,3.0,4,63
68,2021-09-30 15:51:49.084869,3.0,4,43
69,2021-10-01 13:01:28.276253,3.0,4,43
70,2021-10-04 10:32:46.315384,3.0,4,63
71,2021-10-05 07:47:13.679888,3.0,4,63
72,2021-10-06 09:03:23.576144,3.0,4,63
73,2021-10-07 07:26:35.074571,3.0,4,63
74,2021-10-08 07:01:20.042688,3.0,4,50
75,2021-10-08 16:01:54.621780,3.0,4,63
76,2021-10-12 15:21:54.409637,3.0,4,63
77,2021-10-13 15:02:27.283434,3.0,4,63
78,2021-10-14 11:33:02.049349,3.0,4,63
79,2021-10-14 13:31:15.723960,3.0,4,50
80,2021-10-15 08:25:44.419203,3.0,4,63
81,2021-10-18 04:39:57.662983,3.0,4,43
82,2021-10-19 07:40:34.011676,3.0,4,63
83,2021-10-19 10:20:56.203393,3.0,4,43
84,2021-10-20 04:11:58.689104,3.0,4,43
85,2021-10-20 12:32:50.179129,3.0,4,63
86,2021-10-21 07:50:10.028715,3.0,4,63
87,2021-10-25 06:27:55.110402,3.0,4,43
88,2021-10-28 10:56:02.864265,3.0,4,63
89,2021-10-29 15:01:16.913243,3.0,4,43
90,2021-10-30 12:23:34.171052,3.0,4,43
91,2021-10-31 04:58:35.619265,3.0,4,43
92,2021-11-01 09:36:29.128575,3.0,4,63
93,2021-11-01 13:19:42.666525,0.0,23,63
94,2021-11-02 22:29:06.660127,3.0,4,43
95,2021-11-03 02:52:12.987923,3.0,4,43
96,2021-11-03 06:55:31.983319,35.0,23,43
97,2021-11-03 07:35:00.300556,0.0,23,43
98,2021-11-03 08:28:57.466287,5.0,24,43
99,2021-11-03 09:54:51.172533,45.0,23,43
100,2021-11-03 10:09:05.391765,45.0,23,43
101,2021-11-03 15:03:08.451072,3.0,4,63
102,2021-11-03 15:04:35.253161,35.0,23,63
103,2021-11-03 15:06:06.124087,35.0,23,63
104,2021-11-03 15:13:31.052683,100.0,2,63
105,2021-11-03 15:28:55.612457,100.0,2,63
106,2021-11-03 16:53:45.593914,50.0,3,72
107,2021-11-03 16:54:05.278964,3.0,4,72
108,2021-11-04 01:54:37.735181,3.0,4,43
109,2021-11-05 11:39:27.302875,3.0,4,43
110,2021-11-05 12:36:41.167614,35.0,23,43
111,2021-11-05 13:19:26.093104,10.0,27,43
112,2021-11-05 15:58:38.239703,35.0,23,43
113,2021-11-05 16:04:00.487734,35.0,23,43
114,2021-11-05 16:05:57.468162,10.0,24,43
115,2021-11-05 17:00:37.826714,3.0,4,63
116,2021-11-05 17:04:56.981037,0.0,27,63
117,2021-11-05 17:06:57.825204,0.0,27,63
118,2021-11-05 17:09:45.888167,10.0,27,63
119,2021-11-05 17:10:13.304374,30.0,27,63
120,2021-11-05 17:20:17.091450,45.0,23,63
121,2021-11-05 17:28:14.412415,0.0,27,43
122,2021-11-05 17:28:28.569376,30.0,27,43
123,2021-11-05 17:28:49.653371,0.0,27,43
124,2021-11-05 17:38:15.516865,0.0,27,63
125,2021-11-05 17:43:02.822406,5000.0,2,63
126,2021-11-05 17:45:56.834398,100.0,2,43
127,2021-11-05 17:50:31.326370,3.0,4,72
128,2021-11-05 19:34:36.700273,10.0,27,72
129,2021-11-06 07:52:41.482310,3.0,4,63
130,2021-11-07 09:58:09.736867,3.0,4,43
131,2021-11-07 13:45:03.792415,3.0,4,63
132,2021-11-07 14:44:45.270728,3.0,4,50
133,2021-11-07 16:59:08.902491,3.0,4,72
134,2021-11-08 08:00:55.668062,3.0,4,63
135,2021-11-08 09:36:31.713701,3.0,4,50
136,2021-11-08 10:20:40.320284,50.0,3,73
137,2021-11-08 10:21:00.524824,3.0,4,73
138,2021-11-08 10:27:56.558387,35.0,23,73
139,2021-11-08 13:36:39.716634,30.0,27,63
140,2021-11-08 13:58:20.431990,30.0,27,63
141,2021-11-08 14:02:33.492613,0.0,27,63
142,2021-11-08 14:38:43.359378,3.0,4,43
143,2021-11-08 14:51:21.773205,35.0,23,63
144,2021-11-08 14:51:32.396746,45.0,23,63
145,2021-11-08 14:51:48.287065,50.0,23,63
146,2021-11-08 14:51:54.196287,35.0,23,63
147,2021-11-08 14:52:24.661143,45.0,23,63
148,2021-11-08 14:52:31.776381,45.0,23,63
149,2021-11-08 18:11:46.187281,0.0,27,73
150,2021-11-08 18:26:58.409648,35.0,23,50
151,2021-11-08 18:27:29.757134,30.0,8,50
152,2021-11-08 18:29:52.931509,30.0,8,50
153,2021-11-08 18:33:33.313484,45.0,23,50
154,2021-11-08 18:40:41.732726,500.0,2,50
155,2021-11-09 05:14:21.339735,3.0,4,43
156,2021-11-09 05:18:35.898848,30.0,27,43
157,2021-11-09 05:30:28.946487,35.0,23,43
158,2021-11-09 07:20:15.163177,3.0,4,63
159,2021-11-09 08:47:11.447654,10.0,24,63
160,2021-11-09 08:47:13.150174,10.0,24,63
161,2021-11-09 08:47:14.821921,10.0,24,63
162,2021-11-09 08:47:29.071286,10.0,24,63
163,2021-11-09 08:47:56.933093,10.0,24,63
164,2021-11-09 08:47:58.816016,20.0,24,63
165,2021-11-09 08:48:29.823772,45.0,23,63
166,2021-11-09 08:48:51.721588,45.0,23,63
167,2021-11-09 08:51:06.862432,45.0,23,63
168,2021-11-09 08:51:35.621055,35.0,23,63
169,2021-11-09 08:51:45.268885,35.0,23,63
170,2021-11-09 08:52:19.241554,25.0,23,63
171,2021-11-09 08:53:50.962540,25.0,23,63
172,2021-11-09 08:54:02.347817,35.0,23,63
173,2021-11-09 08:54:48.362460,45.0,23,63
174,2021-11-09 08:55:13.968580,45.0,23,63
175,2021-11-09 08:56:17.228287,35.0,23,63
176,2021-11-09 08:56:53.298759,35.0,23,63
177,2021-11-09 08:57:10.734476,35.0,23,63
178,2021-11-09 08:58:09.404651,35.0,23,63
179,2021-11-09 08:58:48.555200,55.0,23,63
180,2021-11-09 08:58:58.322592,55.0,23,63
181,2021-11-09 08:59:12.483907,35.0,23,63
182,2021-11-09 08:59:20.080258,45.0,23,63
183,2021-11-09 08:59:26.910356,45.0,23,63
184,2021-11-09 09:04:57.156697,30.0,27,63
185,2021-11-09 09:28:10.078874,30.0,12,63
186,2021-11-09 09:28:22.621625,30.0,27,63
187,2021-11-09 09:55:59.782738,30.0,27,63
188,2021-11-09 09:57:05.885471,3.0,4,73
189,2021-11-09 10:06:23.482556,30.0,27,63
190,2021-11-09 10:09:57.396240,30.0,27,63
191,2021-11-09 10:41:10.568258,3.0,4,50
192,2021-11-09 12:44:30.913208,30.0,27,63
193,2021-11-09 13:56:22.676233,50.0,3,74
194,2021-11-09 13:56:32.188216,3.0,4,74
195,2021-11-09 14:26:41.870207,50.0,3,76
196,2021-11-09 14:27:01.311785,3.0,4,76
197,2021-11-10 07:49:24.906312,3.0,4,63
198,2021-11-10 09:20:05.985138,3.0,4,43
199,2021-11-10 17:47:37.952576,50.0,3,82
200,2021-11-11 09:47:05.939777,3.0,4,50
201,2021-11-11 09:49:21.813639,3.0,4,63
202,2021-11-11 09:49:21.843218,30.0,5,63
203,2021-11-11 09:50:13.468174,50.0,3,83
204,2021-11-12 09:03:15.706222,3.0,4,63
205,2021-11-12 09:03:53.406209,50.0,3,84
206,2021-11-12 17:25:14.799156,3.0,4,43
207,2021-11-13 09:59:54.542369,3.0,4,63
208,2021-11-14 16:34:59.707056,3.0,4,63
209,2021-11-14 17:31:02.503978,3.0,4,43
210,2021-11-15 08:40:41.186424,3.0,4,63
211,2021-11-15 10:37:19.608506,3.0,4,50
212,2021-11-15 10:39:55.959022,3.0,4,73
213,2021-11-15 10:46:26.436588,3.0,4,43
214,2021-11-16 07:42:15.149331,3.0,4,63
215,2021-11-16 08:34:21.048182,100.0,2,63
216,2021-11-16 09:39:00.424284,50.0,3,85
217,2021-11-16 09:39:09.280991,3.0,4,85
218,2021-11-16 11:55:28.858383,3.0,4,50
219,2021-11-16 12:36:55.788116,50.0,3,86
220,2021-11-16 13:44:21.525132,3.0,4,43
221,2021-11-16 14:20:33.698680,3.0,4,73
222,2021-11-17 11:16:23.609720,3.0,4,50
223,2021-11-17 11:19:03.653135,3.0,4,43
224,2021-11-17 12:57:42.625347,3.0,4,85
225,2021-11-17 12:58:19.724444,3.0,4,63
226,2021-11-17 13:03:26.919847,100.0,2,63
227,2021-11-17 13:29:28.837083,100.0,2,63
228,2021-11-17 13:56:38.837003,100.0,2,63
229,2021-11-17 16:07:01.391994,3.0,4,73
230,2021-11-18 08:30:52.793876,3.0,4,63
231,2021-11-18 08:30:52.808056,30.0,5,63
232,2021-11-18 08:36:38.385380,3.0,4,73
233,2021-11-18 09:31:44.151301,3.0,4,43
234,2021-11-19 09:40:45.220234,3.0,4,63
235,2021-11-19 16:17:58.022981,3.0,4,73
236,2021-11-19 17:44:06.027088,50.0,3,89
237,2021-11-19 17:44:42.355565,50.0,3,90
238,2021-11-19 17:44:57.272352,3.0,4,90
239,2021-11-19 17:44:57.561263,3.0,4,89
240,2021-11-19 17:45:13.057486,3.0,4,43
241,2021-11-19 17:48:03.255831,3.0,4,50
242,2021-11-19 18:07:04.873277,100.0,2,63
243,2021-11-19 18:16:42.616974,45.0,23,43
244,2021-11-19 18:20:58.017412,45.0,23,43
245,2021-11-19 19:17:19.203195,100.0,2,73
246,2021-11-19 19:49:12.863097,50.0,3,91
247,2021-11-19 19:50:18.021329,3.0,4,91
248,2021-11-19 19:50:26.357166,35.0,23,91
249,2021-11-19 19:52:54.833620,50.0,3,92
250,2021-11-19 19:53:54.325623,3.0,4,92
251,2021-11-19 19:59:01.315577,35.0,23,50
252,2021-11-19 20:32:02.942383,100.0,2,63
253,2021-11-19 20:36:21.617334,50.0,3,93
254,2021-11-19 20:36:21.632098,,23,93
255,2021-11-19 20:36:45.383955,3.0,4,93
256,2021-11-19 21:16:32.597579,100.0,2,63
257,2021-11-20 00:02:40.044216,3.0,4,43
258,2021-11-20 00:02:40.059464,30.0,5,43
259,2021-11-20 08:56:00.536699,3.0,4,63
260,2021-11-20 10:04:56.607087,3.0,4,73
261,2021-11-20 10:12:25.725097,50.0,3,94
262,2021-11-20 10:12:36.975514,3.0,4,94
263,2021-11-20 10:14:36.082053,50.0,3,95
264,2021-11-20 10:15:12.281058,3.0,4,95
265,2021-11-20 10:20:39.973407,50.0,3,96
266,2021-11-20 10:20:44.450846,3.0,4,96
267,2021-11-20 10:21:26.916545,50.0,3,97
268,2021-11-20 10:21:57.707231,3.0,4,97
269,2021-11-20 10:23:50.728998,50.0,3,98
270,2021-11-20 10:24:00.282580,3.0,4,98
271,2021-11-20 10:27:55.108441,35.0,23,98
272,2021-11-20 10:33:13.040268,50.0,3,99
273,2021-11-20 10:33:25.969008,3.0,4,99
274,2021-11-20 10:47:11.472630,50.0,3,100
275,2021-11-20 10:47:25.386968,3.0,4,100
276,2021-11-20 10:59:48.271603,50.0,3,101
277,2021-11-20 11:00:04.140944,3.0,4,101
278,2021-11-20 11:04:49.198744,50.0,3,102
279,2021-11-20 11:05:00.208893,3.0,4,102
280,2021-11-20 11:20:10.255293,50.0,3,103
281,2021-11-20 11:20:22.189166,3.0,4,103
282,2021-11-20 11:23:41.792442,25.0,23,102
283,2021-11-20 11:24:30.455886,50.0,3,104
284,2021-11-20 11:24:46.198739,3.0,4,104
285,2021-11-20 11:45:16.740720,50.0,3,106
286,2021-11-20 11:45:40.996778,3.0,4,106
287,2021-11-20 11:48:57.974766,50.0,3,105
288,2021-11-20 11:50:08.995640,3.0,4,105
289,2021-11-20 12:03:43.242554,50.0,3,107
290,2021-11-20 12:03:43.241918,50.0,3,107
291,2021-11-20 12:03:51.089049,3.0,4,107
292,2021-11-20 12:29:51.662844,50.0,3,108
293,2021-11-20 12:30:02.417783,3.0,4,108
294,2021-11-20 12:31:33.812528,50.0,3,109
295,2021-11-20 12:31:50.465376,3.0,4,109
296,2021-11-20 12:43:08.796427,45.0,23,108
297,2021-11-20 13:51:13.727313,3.0,4,90
298,2021-11-20 13:51:35.425696,3.0,4,50
299,2021-11-20 13:58:17.244492,50.0,3,111
300,2021-11-20 13:58:40.326002,3.0,4,111
301,2021-11-20 14:03:01.201641,50.0,3,113
302,2021-11-20 14:03:16.702256,3.0,4,113
303,2021-11-20 14:11:02.226304,50.0,3,114
304,2021-11-20 14:12:28.946726,3.0,4,114
305,2021-11-20 14:29:26.928202,45.0,23,111
306,2021-11-20 14:35:54.240345,50.0,3,115
307,2021-11-20 14:36:10.556775,3.0,4,115
308,2021-11-20 14:36:49.552541,50.0,3,116
309,2021-11-20 14:37:10.148103,3.0,4,116
310,2021-11-20 14:45:56.791559,45.0,23,116
311,2021-11-20 15:03:53.540419,50.0,3,117
312,2021-11-20 15:04:43.624549,3.0,4,117
313,2021-11-20 15:16:56.390771,50.0,3,118
314,2021-11-20 15:17:05.949994,3.0,4,118
315,2021-11-20 17:32:30.930621,50.0,3,119
316,2021-11-20 17:33:13.952922,3.0,4,119
317,2021-11-20 17:35:35.736197,50.0,3,120
318,2021-11-20 17:35:41.880022,3.0,4,120
319,2021-11-20 18:01:27.440026,50.0,3,121
320,2021-11-20 18:02:00.717410,3.0,4,121
321,2021-11-20 18:53:16.500304,30.0,8,102
322,2021-11-20 18:54:00.194743,30.0,8,102
323,2021-11-20 19:04:15.205632,50.0,3,122
324,2021-11-20 19:33:14.013949,50.0,3,123
325,2021-11-20 19:33:23.115858,3.0,4,123
326,2021-11-20 19:47:52.418510,35.0,23,123
327,2021-11-20 19:50:43.649643,50.0,3,124
328,2021-11-20 19:50:59.446058,3.0,4,124
329,2021-11-20 19:52:05.373460,50.0,3,125
330,2021-11-20 19:52:31.224782,3.0,4,125
331,2021-11-20 19:56:03.253130,50.0,3,126
332,2021-11-20 19:58:03.879239,3.0,4,126
333,2021-11-20 20:40:54.642640,50.0,3,127
334,2021-11-20 20:41:29.133353,3.0,4,127
335,2021-11-20 22:56:52.754323,35.0,23,101
336,2021-11-20 22:58:24.203228,30.0,8,101
337,2021-11-20 23:31:01.121622,35.0,23,102
338,2021-11-20 23:32:01.907612,35.0,23,102
339,2021-11-20 23:32:04.939743,100.0,9,102
340,2021-11-21 06:55:00.629362,50.0,3,128
341,2021-11-21 06:55:38.717464,3.0,4,128
342,2021-11-21 06:57:27.842467,35.0,23,128
343,2021-11-21 06:58:14.666751,3.0,4,117
344,2021-11-21 08:15:16.362741,3.0,4,125
345,2021-11-21 08:17:35.258452,3.0,4,124
346,2021-11-21 08:39:19.213857,3.0,4,122
347,2021-11-21 08:56:09.290567,3.0,4,98
348,2021-11-21 11:06:35.558192,50.0,3,130
349,2021-11-21 11:06:46.377123,3.0,4,130
350,2021-11-21 11:37:21.089893,3.0,4,102
351,2021-11-21 11:43:33.061694,50.0,3,131
352,2021-11-21 11:46:18.573969,3.0,4,131
353,2021-11-21 12:32:37.796434,50.0,3,110
354,2021-11-21 12:33:14.679953,3.0,4,110
355,2021-11-21 12:44:23.663599,50.0,3,132
356,2021-11-21 12:44:50.633502,3.0,4,132
357,2021-11-21 12:45:11.709170,50.0,3,133
358,2021-11-21 12:45:26.900506,3.0,4,133
359,2021-11-21 13:28:40.177243,50.0,3,134
360,2021-11-21 13:28:53.567118,3.0,4,134
361,2021-11-21 13:29:38.059097,45.0,23,134
362,2021-11-21 14:13:34.806737,50.0,3,135
363,2021-11-21 14:13:42.903887,3.0,4,135
364,2021-11-21 14:47:01.563520,50.0,3,136
365,2021-11-21 14:47:18.187707,3.0,4,136
366,2021-11-21 14:47:44.507745,25.0,27,136
367,2021-11-21 14:58:42.615544,50.0,3,137
368,2021-11-21 14:59:14.375263,3.0,4,137
369,2021-11-21 15:12:09.575663,3.0,4,63
370,2021-11-21 15:22:56.114099,50.0,3,138
371,2021-11-21 15:23:25.761268,3.0,4,138
372,2021-11-21 15:27:28.673478,50.0,3,139
373,2021-11-21 15:27:48.133184,3.0,4,139
374,2021-11-21 15:42:27.840268,3.0,4,113
375,2021-11-21 15:42:30.560952,45.0,23,139
376,2021-11-21 16:03:29.462249,45.0,23,138
377,2021-11-21 17:00:22.999045,50.0,3,140
378,2021-11-21 17:00:47.588079,3.0,4,140
379,2021-11-21 17:01:19.071487,50.0,3,141
380,2021-11-21 17:01:40.162090,3.0,4,141
381,2021-11-21 18:30:47.113032,3.0,4,123
382,2021-11-21 18:34:08.376091,3.0,4,50
383,2021-11-21 21:03:42.499286,50.0,3,142
384,2021-11-21 21:03:47.278995,3.0,4,142
385,2021-11-21 21:04:32.000844,45.0,23,142
386,2021-11-22 04:07:32.994042,3.0,4,139
387,2021-11-22 04:45:08.182318,30.0,8,139
388,2021-11-22 06:12:33.435375,3.0,4,63
389,2021-11-22 06:49:27.123921,100.0,9,139
390,2021-11-22 07:15:32.613458,3.0,4,140
391,2021-11-22 07:20:26.164467,50.0,3,143
392,2021-11-22 07:21:31.931288,3.0,4,143
393,2021-11-22 07:35:27.846568,50.0,3,144
394,2021-11-22 07:35:40.163084,3.0,4,144
395,2021-11-22 08:14:01.838204,3.0,4,114
396,2021-11-22 08:38:19.399772,3.0,4,98
397,2021-11-22 09:06:12.030693,50.0,3,145
398,2021-11-22 09:06:31.930944,3.0,4,145
399,2021-11-22 09:44:45.472641,50.0,3,146
400,2021-11-22 09:45:13.792872,3.0,4,146
401,2021-11-22 10:49:53.560053,50.0,3,147
402,2021-11-22 10:50:07.506190,3.0,4,147
403,2021-11-22 11:02:35.085862,50.0,3,148
404,2021-11-22 11:03:34.528393,3.0,4,148
405,2021-11-22 11:03:34.528393,150.0,6,140
406,2021-11-22 12:18:55.099201,50.0,3,149
407,2021-11-22 12:19:10.785486,3.0,4,149
408,2021-11-22 13:15:35.867583,50.0,3,150
409,2021-11-22 13:48:49.968247,3.0,4,150
410,2021-11-22 13:54:29.718304,30.0,27,145
411,2021-11-22 15:30:02.685611,50.0,3,151
412,2021-11-22 15:30:55.398928,3.0,4,151
413,2021-11-22 15:51:02.453161,50.0,3,152
414,2021-11-22 15:51:14.716334,3.0,4,152
415,2021-11-22 16:04:23.254439,5.0,22,50
416,2021-11-22 16:28:09.281265,50.0,3,154
417,2021-11-22 16:29:46.357997,50.0,3,155
418,2021-11-22 16:31:03.831584,3.0,4,155
419,2021-11-22 16:34:11.716144,50.0,3,156
420,2021-11-22 16:34:11.744193,150.0,6,63
421,2021-11-22 16:34:11.744351,50.0,7,156
422,2021-11-22 16:34:11.744351,150.0,6,140
423,2021-11-22 18:00:42.868535,3.0,4,124
424,2021-11-22 18:08:58.267076,3.0,4,127
425,2021-11-22 18:13:24.449951,3.0,4,102
426,2021-11-22 18:19:30.717861,45.0,23,102
427,2021-11-22 18:41:45.135351,50.0,3,158
428,2021-11-22 18:43:32.705389,3.0,4,158
429,2021-11-22 18:48:56.111207,35.0,23,158
430,2021-11-22 22:04:15.850518,3.0,4,97
431,2021-11-23 01:31:22.683466,50.0,3,159
432,2021-11-23 01:31:41.720375,3.0,4,159
433,2021-11-23 02:42:30.476499,0.0,27,159
434,2021-11-23 02:43:02.399668,50.0,3,160
435,2021-11-23 02:43:18.254418,3.0,4,160
436,2021-11-23 03:49:23.975075,50.0,3,161
437,2021-11-23 03:51:04.928507,50.0,3,162
438,2021-11-23 03:51:14.505152,3.0,4,162
439,2021-11-23 03:53:01.806375,3.0,4,161
440,2021-11-23 04:08:06.988493,50.0,3,163
441,2021-11-23 04:10:24.499319,3.0,4,163
442,2021-11-23 06:20:00.771002,50.0,3,164
443,2021-11-23 06:20:25.192478,3.0,4,164
444,2021-11-23 06:22:25.907151,30.0,27,164
445,2021-11-23 07:37:32.915152,50.0,3,165
446,2021-11-23 07:37:46.021711,3.0,4,165
447,2021-11-23 07:42:56.262502,50.0,3,166
448,2021-11-23 07:43:48.963140,3.0,4,166
449,2021-11-23 07:45:13.263049,3.0,4,97
450,2021-11-23 08:08:00.033785,50.0,3,167
451,2021-11-23 08:08:16.254897,3.0,4,167
452,2021-11-23 08:13:56.711030,50.0,3,168
453,2021-11-23 08:14:16.185225,3.0,4,168
454,2021-11-23 08:18:01.960967,3.0,4,141
455,2021-11-23 08:22:16.328695,30.0,27,141
456,2021-11-23 08:25:09.603625,3.0,4,63
457,2021-11-23 08:35:37.915722,50.0,3,169
458,2021-11-23 08:37:26.813574,3.0,4,169
459,2021-11-23 08:45:33.506001,3.0,4,82
460,2021-11-23 08:46:46.994186,3.0,4,157
461,2021-11-23 08:48:46.821496,3.0,4,150
462,2021-11-23 08:55:49.773634,50.0,3,170
463,2021-11-23 08:56:36.002478,3.0,4,170
464,2021-11-23 09:01:11.925492,50.0,3,171
465,2021-11-23 09:01:27.643360,3.0,4,171
466,2021-11-23 09:43:12.330896,50.0,3,172
467,2021-11-23 09:46:32.139018,3.0,4,172
468,2021-11-23 10:24:11.084752,3.0,4,105
469,2021-11-23 10:27:08.158701,50.0,3,173
470,2021-11-23 10:27:26.274542,3.0,4,173
471,2021-11-23 10:48:32.628647,3.0,4,158
472,2021-11-23 11:10:03.199935,50.0,3,174
473,2021-11-23 11:10:13.551253,3.0,4,174
474,2021-11-23 11:22:28.811228,3.0,4,117
475,2021-11-23 11:30:41.608477,3.0,4,146
476,2021-11-23 11:46:06.006492,50.0,3,175
477,2021-11-23 11:46:33.018183,3.0,4,175
478,2021-11-23 12:19:57.421980,50.0,3,176
479,2021-11-23 12:20:05.774214,3.0,4,176
480,2021-11-23 12:20:17.111169,50.0,3,177
481,2021-11-23 12:20:22.764621,3.0,4,177
482,2021-11-23 12:21:30.433275,50.0,3,178
483,2021-11-23 12:22:02.038892,50.0,3,179
484,2021-11-23 12:22:22.261909,3.0,4,179
485,2021-11-23 12:22:39.357895,3.0,4,178
486,2021-11-23 12:26:03.625970,50.0,3,180
487,2021-11-23 12:26:22.226636,3.0,4,180
488,2021-11-23 12:26:40.312250,35.0,23,176
489,2021-11-23 12:29:32.956479,30.0,8,146
490,2021-11-23 12:29:46.831889,50.0,3,181
491,2021-11-23 12:29:56.411123,3.0,4,181
492,2021-11-23 12:30:19.210553,50.0,3,182
493,2021-11-23 12:30:34.081765,3.0,4,182
494,2021-11-23 12:31:52.644297,50.0,3,184
495,2021-11-23 12:32:13.717299,3.0,4,184
496,2021-11-23 12:35:10.707732,3.0,4,100
497,2021-11-23 12:35:40.293015,50.0,3,185
498,2021-11-23 12:36:10.941931,3.0,4,185
499,2021-11-23 12:41:49.104146,50.0,3,186
500,2021-11-23 12:42:21.017727,3.0,4,186
501,2021-11-23 12:43:36.845650,50.0,3,188
502,2021-11-23 12:43:53.364350,50.0,3,187
503,2021-11-23 12:44:10.923047,3.0,4,187
504,2021-11-23 12:45:54.276616,50.0,3,190
505,2021-11-23 12:46:20.018448,50.0,3,189
506,2021-11-23 12:46:31.588838,3.0,4,189
507,2021-11-23 12:46:46.286094,3.0,4,190
508,2021-11-23 12:49:24.856623,3.0,4,98
509,2021-11-23 12:52:03.201130,45.0,23,182
510,2021-11-23 12:52:53.086147,35.0,23,189
511,2021-11-23 12:55:28.332441,50.0,3,183
512,2021-11-23 12:55:38.904500,3.0,4,183
513,2021-11-23 13:03:52.358341,50.0,3,191
514,2021-11-23 13:06:32.531686,3.0,4,191
515,2021-11-23 13:20:44.286346,30.0,27,185
516,2021-11-23 13:25:42.467526,50.0,3,193
517,2021-11-23 13:26:06.874942,3.0,4,193
518,2021-11-23 13:26:17.303378,3.0,4,50
519,2021-11-23 13:31:04.092984,50.0,3,192
520,2021-11-23 13:31:25.388303,3.0,4,192
521,2021-11-23 13:34:01.540205,0.0,27,176
522,2021-11-23 13:39:14.159506,50.0,3,195
523,2021-11-23 13:40:44.201416,3.0,4,195
524,2021-11-23 13:44:09.480564,50.0,3,197
525,2021-11-23 13:44:29.164229,3.0,4,197
526,2021-11-23 13:59:56.743154,50.0,3,198
527,2021-11-23 14:00:23.193441,3.0,4,198
528,2021-11-23 14:02:16.672895,30.0,27,193
529,2021-11-23 14:19:33.768827,3.0,4,73
530,2021-11-23 14:19:33.788428,30.0,5,73
531,2021-11-23 14:22:48.592912,30.0,8,180
532,2021-11-23 15:11:23.086422,50.0,3,199
533,2021-11-23 15:11:41.355325,3.0,4,199
534,2021-11-23 15:11:43.505136,3.0,4,74
535,2021-11-23 15:12:42.955205,25.0,27,199
536,2021-11-23 15:28:56.464665,50.0,3,200
537,2021-11-23 15:29:12.096756,3.0,4,200
